"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"IrpinModel.nlogo"
"Vary Site-Selection Artillery Active"
"04/19/2025 01:43:24:609 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","459","0","624"
"[run number]","turn-on-artillery?","turn-on-stop-conditions?","spacing-mode","site-selection-mode","[step]","battle-outcome","infantry-crossed","infantry-casualties","infantry-used","pontoons-used","ticks"
"294","true","true","Uniform","03 Shortest Bridges","2220","Retreat","0","4550","6330","19030","2220"
"297","true","true","Uniform","03 Shortest Bridges","2300","Retreat","0","4530","6410","19600","2300"
"299","true","true","Uniform","03 Shortest Bridges","2220","Retreat","0","4510","6290","19000","2220"
"303","true","true","Uniform","04 Shortest Bridges","2040","Retreat","0","4520","6370","17500","2040"
"295","true","true","Uniform","03 Shortest Bridges","2320","Retreat","0","4550","6390","19940","2320"
"301","true","true","Uniform","04 Shortest Bridges","1960","Retreat","0","4520","6470","16750","1960"
"300","true","true","Uniform","03 Shortest Bridges","2260","Retreat","0","4530","6440","19500","2260"
"298","true","true","Uniform","03 Shortest Bridges","2280","Retreat","0","4520","6320","19650","2280"
"302","true","true","Uniform","04 Shortest Bridges","2020","Retreat","0","4510","6340","17430","2020"
"304","true","true","Uniform","04 Shortest Bridges","2080","Retreat","200","4530","6250","17750","2080"
"306","true","true","Uniform","04 Shortest Bridges","2000","Retreat","1200","4530","6380","17230","2000"
"307","true","true","Uniform","04 Shortest Bridges","2040","Retreat","1100","4510","6470","17610","2040"
"310","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4530","6310","17780","2060"
"319","true","true","Uniform","04 Shortest Bridges","234","Victory","4500","190","2440","2010","234"
"305","true","true","Uniform","04 Shortest Bridges","1980","Retreat","0","4530","6170","17110","1980"
"308","true","true","Uniform","04 Shortest Bridges","2100","Retreat","0","4550","6380","18030","2100"
"309","true","true","Uniform","04 Shortest Bridges","1960","Retreat","0","4520","6350","16800","1960"
"312","true","true","Uniform","04 Shortest Bridges","2120","Retreat","0","4550","6170","18170","2120"
"313","true","true","Uniform","04 Shortest Bridges","2100","Retreat","0","4550","6100","18010","2100"
"315","true","true","Uniform","04 Shortest Bridges","2020","Retreat","0","4550","6610","17410","2020"
"311","true","true","Uniform","04 Shortest Bridges","2040","Retreat","200","4530","6300","17380","2040"
"320","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4560","6370","17700","2060"
"318","true","true","Uniform","04 Shortest Bridges","1960","Retreat","1200","4520","6210","16880","1960"
"314","true","true","Uniform","04 Shortest Bridges","2080","Retreat","2000","4540","6820","17870","2080"
"316","true","true","Uniform","04 Shortest Bridges","2080","Retreat","100","4520","6400","17810","2080"
"317","true","true","Uniform","04 Shortest Bridges","2160","Retreat","0","4530","6310","18480","2160"
"322","true","true","Uniform","04 Shortest Bridges","2020","Retreat","200","4560","6370","17280","2020"
"323","true","true","Uniform","04 Shortest Bridges","2020","Retreat","0","4560","6280","17300","2020"
"328","true","true","Uniform","04 Shortest Bridges","2040","Retreat","0","4550","6450","17430","2040"
"321","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4520","6460","17610","2060"
"324","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4540","6170","17720","2060"
"325","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4540","6370","17660","2060"
"326","true","true","Uniform","04 Shortest Bridges","2160","Retreat","0","4510","6130","18500","2160"
"329","true","true","Uniform","04 Shortest Bridges","2120","Retreat","0","4530","6260","18220","2120"
"327","true","true","Uniform","04 Shortest Bridges","2080","Retreat","0","4520","6430","17800","2080"
"335","true","true","Uniform","04 Shortest Bridges","2060","Retreat","1200","4550","6610","17680","2060"
"331","true","true","Uniform","04 Shortest Bridges","2020","Retreat","1300","4510","6320","17320","2020"
"332","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4540","6260","17660","2060"
"333","true","true","Uniform","04 Shortest Bridges","2060","Retreat","3300","4530","6680","17750","2060"
"330","true","true","Uniform","04 Shortest Bridges","2040","Retreat","0","4550","6400","17570","2040"
"334","true","true","Uniform","04 Shortest Bridges","2040","Retreat","0","4510","6420","17410","2040"
"342","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4510","6400","17700","2060"
"336","true","true","Uniform","04 Shortest Bridges","1960","Retreat","1200","4530","6510","16820","1960"
"337","true","true","Uniform","04 Shortest Bridges","2160","Retreat","0","4560","6190","18520","2160"
"338","true","true","Uniform","04 Shortest Bridges","2120","Retreat","0","4520","6600","18140","2120"
"339","true","true","Uniform","04 Shortest Bridges","2100","Retreat","0","4510","6220","18070","2100"
"340","true","true","Uniform","04 Shortest Bridges","1980","Retreat","0","4530","6380","16950","1980"
"344","true","true","Uniform","04 Shortest Bridges","1960","Retreat","0","4510","6270","16810","1960"
"343","true","true","Uniform","04 Shortest Bridges","2160","Retreat","0","4540","6440","18480","2160"
"345","true","true","Uniform","04 Shortest Bridges","1980","Retreat","0","4550","6370","16930","1980"
"341","true","true","Uniform","04 Shortest Bridges","2000","Retreat","0","4530","6420","17200","2000"
"348","true","true","Uniform","04 Shortest Bridges","2120","Retreat","0","4540","6580","18250","2120"
"347","true","true","Uniform","04 Shortest Bridges","2120","Retreat","0","4520","6290","18150","2120"
"346","true","true","Uniform","04 Shortest Bridges","2040","Retreat","1200","4550","6590","17500","2040"
"351","true","true","Uniform","04 Shortest Bridges","2080","Retreat","0","4520","5990","17870","2080"
"350","true","true","Uniform","04 Shortest Bridges","2040","Retreat","400","4550","6290","17460","2040"
"352","true","true","Uniform","04 Shortest Bridges","2000","Retreat","0","4510","6460","17240","2000"
"349","true","true","Uniform","04 Shortest Bridges","2040","Retreat","400","4550","6250","17510","2040"
"353","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4540","6230","17740","2060"
"358","true","true","Uniform","04 Shortest Bridges","2080","Retreat","1200","4550","6570","17850","2080"
"354","true","true","Uniform","04 Shortest Bridges","2020","Retreat","600","4520","6470","17250","2020"
"356","true","true","Uniform","04 Shortest Bridges","2000","Retreat","1200","4540","6260","17160","2000"
"355","true","true","Uniform","04 Shortest Bridges","2040","Retreat","0","4510","6470","17470","2040"
"359","true","true","Uniform","04 Shortest Bridges","2160","Retreat","0","4530","6210","18640","2160"
"357","true","true","Uniform","04 Shortest Bridges","2080","Retreat","0","4530","6280","17800","2080"
"366","true","true","Uniform","04 Shortest Bridges","1960","Retreat","0","4510","6360","16800","1960"
"363","true","true","Uniform","04 Shortest Bridges","2100","Retreat","0","4510","6300","18010","2100"
"361","true","true","Uniform","04 Shortest Bridges","2060","Retreat","100","4550","6230","17800","2060"
"360","true","true","Uniform","04 Shortest Bridges","2100","Retreat","1200","4540","6430","17950","2100"
"362","true","true","Uniform","04 Shortest Bridges","2160","Retreat","1200","4540","6590","18570","2160"
"365","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4510","6400","17680","2060"
"367","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4510","6210","17680","2060"
"368","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4530","6150","17660","2060"
"372","true","true","Uniform","04 Shortest Bridges","2240","Retreat","1800","4520","6440","19280","2240"
"369","true","true","Uniform","04 Shortest Bridges","1960","Retreat","0","4510","6030","16850","1960"
"364","true","true","Uniform","04 Shortest Bridges","2140","Retreat","1400","4550","6400","18380","2140"
"370","true","true","Uniform","04 Shortest Bridges","1980","Retreat","0","4510","6220","17040","1980"
"373","true","true","Uniform","04 Shortest Bridges","2100","Retreat","0","4540","6350","18010","2100"
"374","true","true","Uniform","04 Shortest Bridges","2020","Retreat","0","4530","6450","17310","2020"
"380","true","true","Uniform","04 Shortest Bridges","2140","Retreat","3000","4550","6550","18310","2140"
"371","true","true","Uniform","04 Shortest Bridges","2160","Retreat","3700","4550","6310","18570","2160"
"377","true","true","Uniform","04 Shortest Bridges","2120","Retreat","0","4520","6320","18040","2120"
"376","true","true","Uniform","04 Shortest Bridges","2140","Retreat","0","4510","6370","18450","2140"
"375","true","true","Uniform","04 Shortest Bridges","2020","Retreat","300","4520","6300","17280","2020"
"379","true","true","Uniform","04 Shortest Bridges","2100","Retreat","0","4530","6360","18100","2100"
"378","true","true","Uniform","04 Shortest Bridges","2040","Retreat","0","4510","6460","17590","2040"
"381","true","true","Uniform","04 Shortest Bridges","2020","Retreat","0","4540","6310","17430","2020"
"383","true","true","Uniform","04 Shortest Bridges","2100","Retreat","0","4510","6080","18030","2100"
"386","true","true","Uniform","04 Shortest Bridges","2040","Retreat","0","4540","6360","17450","2040"
"382","true","true","Uniform","04 Shortest Bridges","2100","Retreat","0","4510","6230","18020","2100"
"384","true","true","Uniform","04 Shortest Bridges","2040","Retreat","0","4530","6320","17490","2040"
"385","true","true","Uniform","04 Shortest Bridges","2040","Retreat","0","4530","6450","17430","2040"
"388","true","true","Uniform","04 Shortest Bridges","2100","Retreat","200","4550","6300","17990","2100"
"389","true","true","Uniform","04 Shortest Bridges","2120","Retreat","1800","4530","6170","18140","2120"
"395","true","true","Uniform","04 Shortest Bridges","1980","Retreat","200","4550","6130","16970","1980"
"391","true","true","Uniform","04 Shortest Bridges","2100","Retreat","0","4540","6350","18030","2100"
"387","true","true","Uniform","04 Shortest Bridges","2080","Retreat","1500","4540","6540","17880","2080"
"392","true","true","Uniform","04 Shortest Bridges","2120","Retreat","0","4550","6610","18160","2120"
"393","true","true","Uniform","04 Shortest Bridges","1960","Retreat","0","4530","6370","16790","1960"
"394","true","true","Uniform","04 Shortest Bridges","2120","Retreat","0","4530","6350","18150","2120"
"390","true","true","Uniform","04 Shortest Bridges","2000","Retreat","0","4560","6320","17190","2000"
"401","true","true","Uniform","05 Shortest Bridges","2060","Retreat","0","4560","6370","17720","2060"
"397","true","true","Uniform","04 Shortest Bridges","1980","Retreat","0","4550","6200","17000","1980"
"396","true","true","Uniform","04 Shortest Bridges","1960","Retreat","0","4520","6280","16920","1960"
"399","true","true","Uniform","04 Shortest Bridges","2100","Retreat","400","4550","6430","18060","2100"
"398","true","true","Uniform","04 Shortest Bridges","2120","Retreat","0","4520","6400","18090","2120"
"400","true","true","Uniform","04 Shortest Bridges","2060","Retreat","0","4540","6250","17750","2060"
"402","true","true","Uniform","05 Shortest Bridges","1980","Retreat","2900","4540","6940","17050","1980"
"408","true","true","Uniform","05 Shortest Bridges","1900","Retreat","0","4510","6440","16300","1900"
"404","true","true","Uniform","05 Shortest Bridges","1960","Retreat","0","4520","6270","16800","1960"
"406","true","true","Uniform","05 Shortest Bridges","1900","Retreat","0","4510","6470","16320","1900"
"405","true","true","Uniform","05 Shortest Bridges","2080","Retreat","0","4550","6540","17840","2080"
"403","true","true","Uniform","05 Shortest Bridges","1960","Retreat","1900","4550","6420","16870","1960"
"407","true","true","Uniform","05 Shortest Bridges","2000","Retreat","0","4520","6460","17170","2000"
"420","true","true","Uniform","05 Shortest Bridges","170","Victory","4500","90","1760","1500","170"
"409","true","true","Uniform","05 Shortest Bridges","1940","Retreat","0","4550","6470","16700","1940"
"415","true","true","Uniform","05 Shortest Bridges","1960","Retreat","0","4530","6440","16810","1960"
"411","true","true","Uniform","05 Shortest Bridges","1780","Retreat","0","4560","6290","15290","1780"
"412","true","true","Uniform","05 Shortest Bridges","1940","Retreat","0","4540","6260","16610","1940"
"410","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4520","6220","16510","1920"
"414","true","true","Uniform","05 Shortest Bridges","1980","Retreat","300","4520","6160","16980","1980"
"413","true","true","Uniform","05 Shortest Bridges","1980","Retreat","0","4520","6260","17020","1980"
"416","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4530","6370","16440","1920"
"417","true","true","Uniform","05 Shortest Bridges","1880","Retreat","1200","4560","6500","16140","1880"
"423","true","true","Uniform","05 Shortest Bridges","1900","Retreat","0","4550","6200","16330","1900"
"418","true","true","Uniform","05 Shortest Bridges","2000","Retreat","400","4530","6380","17190","2000"
"422","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4510","6340","16350","1920"
"419","true","true","Uniform","05 Shortest Bridges","1960","Retreat","1200","4520","6490","16870","1960"
"424","true","true","Uniform","05 Shortest Bridges","1960","Retreat","0","4510","6460","16710","1960"
"421","true","true","Uniform","05 Shortest Bridges","2000","Retreat","0","4520","6230","17150","2000"
"425","true","true","Uniform","05 Shortest Bridges","1840","Retreat","200","4510","6350","15910","1840"
"431","true","true","Uniform","05 Shortest Bridges","1920","Retreat","1100","4510","6440","16540","1920"
"427","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4530","6060","16420","1920"
"428","true","true","Uniform","05 Shortest Bridges","1860","Retreat","3500","4540","6660","16000","1860"
"430","true","true","Uniform","05 Shortest Bridges","1820","Retreat","2600","4530","6460","15600","1820"
"429","true","true","Uniform","05 Shortest Bridges","1840","Retreat","0","4510","6340","15730","1840"
"426","true","true","Uniform","05 Shortest Bridges","1800","Retreat","1200","4560","6470","15390","1800"
"432","true","true","Uniform","05 Shortest Bridges","2000","Retreat","0","4540","6450","17130","2000"
"438","true","true","Uniform","05 Shortest Bridges","1860","Retreat","0","4530","6380","15990","1860"
"433","true","true","Uniform","05 Shortest Bridges","1940","Retreat","500","4510","6280","16610","1940"
"441","true","true","Uniform","05 Shortest Bridges","1012","Victory","4500","1970","4850","8670","1012"
"435","true","true","Uniform","05 Shortest Bridges","1960","Retreat","0","4520","6490","16740","1960"
"434","true","true","Uniform","05 Shortest Bridges","1820","Retreat","1500","4540","6100","15660","1820"
"437","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4530","6270","16440","1920"
"439","true","true","Uniform","05 Shortest Bridges","1860","Retreat","300","4560","6210","15990","1860"
"445","true","true","Uniform","05 Shortest Bridges","1880","Retreat","0","4570","6670","16030","1880"
"440","true","true","Uniform","05 Shortest Bridges","1960","Retreat","3400","4530","6430","16780","1960"
"436","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4520","6360","16540","1920"
"442","true","true","Uniform","05 Shortest Bridges","1900","Retreat","1500","4550","6460","16280","1900"
"443","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4540","6140","16530","1920"
"446","true","true","Uniform","05 Shortest Bridges","2000","Retreat","0","4550","6550","17210","2000"
"444","true","true","Uniform","05 Shortest Bridges","1920","Retreat","500","4540","6370","16450","1920"
"452","true","true","Uniform","05 Shortest Bridges","1900","Retreat","0","4520","6510","16220","1900"
"447","true","true","Uniform","05 Shortest Bridges","1960","Retreat","300","4520","6310","16820","1960"
"448","true","true","Uniform","05 Shortest Bridges","2000","Retreat","0","4550","6540","17160","2000"
"451","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4510","6290","16470","1920"
"450","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4550","6300","16470","1920"
"453","true","true","Uniform","05 Shortest Bridges","1900","Retreat","0","4510","6210","16260","1900"
"449","true","true","Uniform","05 Shortest Bridges","2000","Retreat","0","4510","6500","17200","2000"
"459","true","true","Uniform","05 Shortest Bridges","1900","Retreat","0","4510","6390","16300","1900"
"455","true","true","Uniform","05 Shortest Bridges","2040","Retreat","3200","4540","6370","17480","2040"
"457","true","true","Uniform","05 Shortest Bridges","1820","Retreat","0","4530","6260","15640","1820"
"454","true","true","Uniform","05 Shortest Bridges","1940","Retreat","2100","4540","6580","16650","1940"
"461","true","true","Uniform","05 Shortest Bridges","1566","Victory","4500","3460","5840","13390","1566"
"458","true","true","Uniform","05 Shortest Bridges","1960","Retreat","2700","4540","6380","16870","1960"
"460","true","true","Uniform","05 Shortest Bridges","1940","Retreat","0","4520","6470","16690","1940"
"456","true","true","Uniform","05 Shortest Bridges","1920","Retreat","1700","4530","6340","16360","1920"
"466","true","true","Uniform","05 Shortest Bridges","1900","Retreat","1200","4520","6430","16310","1900"
"462","true","true","Uniform","05 Shortest Bridges","1940","Retreat","0","4540","6490","16720","1940"
"463","true","true","Uniform","05 Shortest Bridges","2020","Retreat","0","4550","6850","17320","2020"
"464","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4540","6150","16430","1920"
"467","true","true","Uniform","05 Shortest Bridges","1900","Retreat","0","4560","6590","16250","1900"
"474","true","true","Uniform","05 Shortest Bridges","1900","Retreat","0","4510","6360","16360","1900"
"468","true","true","Uniform","05 Shortest Bridges","1980","Retreat","0","4570","6360","17050","1980"
"470","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4540","6310","16460","1920"
"465","true","true","Uniform","05 Shortest Bridges","2060","Retreat","3500","4530","6450","17700","2060"
"472","true","true","Uniform","05 Shortest Bridges","1840","Retreat","0","4520","6400","15790","1840"
"471","true","true","Uniform","05 Shortest Bridges","2040","Retreat","1000","4550","6440","17430","2040"
"469","true","true","Uniform","05 Shortest Bridges","1860","Retreat","0","4530","6160","15900","1860"
"479","true","true","Uniform","05 Shortest Bridges","1348","Victory","4500","2930","5190","11470","1348"
"475","true","true","Uniform","05 Shortest Bridges","1960","Retreat","1100","4540","6410","16780","1960"
"473","true","true","Uniform","05 Shortest Bridges","1940","Retreat","0","4520","6510","16670","1940"
"476","true","true","Uniform","05 Shortest Bridges","2000","Retreat","0","4530","6490","17210","2000"
"477","true","true","Uniform","05 Shortest Bridges","1820","Retreat","0","4510","6250","15570","1820"
"478","true","true","Uniform","05 Shortest Bridges","1920","Retreat","2100","4530","6430","16540","1920"
"481","true","true","Uniform","05 Shortest Bridges","1800","Retreat","0","4520","6400","15490","1800"
"486","true","true","Uniform","05 Shortest Bridges","1940","Retreat","1600","4510","6440","16650","1940"
"480","true","true","Uniform","05 Shortest Bridges","1940","Retreat","0","4510","6150","16660","1940"
"491","true","true","Uniform","05 Shortest Bridges","160","Victory","4500","80","1670","1390","160"
"483","true","true","Uniform","05 Shortest Bridges","1960","Retreat","1200","4510","6340","16960","1960"
"484","true","true","Uniform","05 Shortest Bridges","1900","Retreat","0","4520","6400","16210","1900"
"482","true","true","Uniform","05 Shortest Bridges","1900","Retreat","3300","4570","6280","16280","1900"
"487","true","true","Uniform","05 Shortest Bridges","1980","Retreat","0","4560","6250","17000","1980"
"493","true","true","Uniform","05 Shortest Bridges","1960","Retreat","0","4530","6540","16890","1960"
"485","true","true","Uniform","05 Shortest Bridges","1900","Retreat","0","4510","6310","16420","1900"
"489","true","true","Uniform","05 Shortest Bridges","1960","Retreat","1500","4510","6330","16810","1960"
"492","true","true","Uniform","05 Shortest Bridges","1760","Retreat","0","4510","6200","15100","1760"
"490","true","true","Uniform","05 Shortest Bridges","1940","Retreat","0","4520","6440","16640","1940"
"488","true","true","Uniform","05 Shortest Bridges","1880","Retreat","0","4540","6270","16140","1880"
"494","true","true","Uniform","05 Shortest Bridges","2020","Retreat","0","4550","6540","17220","2020"
"495","true","true","Uniform","05 Shortest Bridges","1980","Retreat","0","4530","6340","17060","1980"
"500","true","true","Uniform","05 Shortest Bridges","1860","Retreat","0","4520","6220","15960","1860"
"496","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4520","6440","16470","1920"
"497","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4510","6590","16540","1920"
"499","true","true","Uniform","05 Shortest Bridges","1960","Retreat","1500","4560","6650","16940","1960"
"508","true","true","Uniform","06 Shortest Bridges","1700","Retreat","4100","4550","6860","14610","1700"
"503","true","true","Uniform","06 Shortest Bridges","1880","Retreat","2200","4570","6980","16140","1880"
"498","true","true","Uniform","05 Shortest Bridges","1920","Retreat","0","4530","6120","16520","1920"
"502","true","true","Uniform","06 Shortest Bridges","1880","Retreat","900","4570","6870","16120","1880"
"501","true","true","Uniform","06 Shortest Bridges","1820","Retreat","300","4540","6910","15640","1820"
"504","true","true","Uniform","06 Shortest Bridges","1880","Retreat","0","4530","6710","16210","1880"
"506","true","true","Uniform","06 Shortest Bridges","1920","Retreat","0","4520","6540","16520","1920"
"507","true","true","Uniform","06 Shortest Bridges","1900","Retreat","3300","4530","6750","16360","1900"
"509","true","true","Uniform","06 Shortest Bridges","1820","Retreat","1600","4550","6750","15640","1820"
"505","true","true","Uniform","06 Shortest Bridges","1860","Retreat","0","4560","6950","16070","1860"
"512","true","true","Uniform","06 Shortest Bridges","1780","Retreat","100","4510","6550","15340","1780"
"511","true","true","Uniform","06 Shortest Bridges","1860","Retreat","500","4520","6790","16000","1860"
"510","true","true","Uniform","06 Shortest Bridges","1900","Retreat","3500","4570","6700","16370","1900"
"513","true","true","Uniform","06 Shortest Bridges","1820","Retreat","0","4520","6650","15680","1820"
"522","true","true","Uniform","06 Shortest Bridges","1980","Retreat","1500","4560","6600","16910","1980"
"515","true","true","Uniform","06 Shortest Bridges","1860","Retreat","3300","4550","7130","15990","1860"
"518","true","true","Uniform","06 Shortest Bridges","1780","Retreat","1300","4530","6770","15280","1780"
"517","true","true","Uniform","06 Shortest Bridges","1860","Retreat","400","4540","6690","15930","1860"
"514","true","true","Uniform","06 Shortest Bridges","1780","Retreat","4400","4510","7350","15340","1780"
"519","true","true","Uniform","06 Shortest Bridges","1880","Retreat","300","4530","6760","16210","1880"
"520","true","true","Uniform","06 Shortest Bridges","1940","Retreat","100","4510","6720","16590","1940"
"516","true","true","Uniform","06 Shortest Bridges","1820","Retreat","0","4520","6560","15590","1820"
"523","true","true","Uniform","06 Shortest Bridges","1920","Retreat","0","4560","6480","16450","1920"
"525","true","true","Uniform","06 Shortest Bridges","1792","Victory","4500","4450","6500","15410","1792"
"526","true","true","Uniform","06 Shortest Bridges","1740","Retreat","600","4510","6570","14900","1740"
"521","true","true","Uniform","06 Shortest Bridges","1860","Retreat","0","4530","6610","15900","1860"
"524","true","true","Uniform","06 Shortest Bridges","1880","Retreat","1500","4550","6560","16170","1880"
"527","true","true","Uniform","06 Shortest Bridges","1800","Retreat","0","4520","6650","15510","1800"
"528","true","true","Uniform","06 Shortest Bridges","1780","Retreat","200","4550","6670","15200","1780"
"529","true","true","Uniform","06 Shortest Bridges","1760","Retreat","2000","4510","6970","15180","1760"
"531","true","true","Uniform","06 Shortest Bridges","1780","Retreat","0","4530","6610","15310","1780"
"536","true","true","Uniform","06 Shortest Bridges","1840","Retreat","0","4520","6370","15780","1840"
"532","true","true","Uniform","06 Shortest Bridges","1840","Retreat","2200","4510","6730","15850","1840"
"534","true","true","Uniform","06 Shortest Bridges","1860","Retreat","2200","4570","7100","15930","1860"
"530","true","true","Uniform","06 Shortest Bridges","1860","Retreat","3300","4540","6550","15990","1860"
"545","true","true","Uniform","06 Shortest Bridges","168","Victory","4700","140","1760","1470","168"
"535","true","true","Uniform","06 Shortest Bridges","2020","Retreat","2600","4560","6800","17360","2020"
"533","true","true","Uniform","06 Shortest Bridges","1900","Retreat","1900","4520","6660","16250","1900"
"538","true","true","Uniform","06 Shortest Bridges","1780","Retreat","200","4540","6540","15230","1780"
"537","true","true","Uniform","06 Shortest Bridges","1740","Retreat","0","4540","6610","14950","1740"
"543","true","true","Uniform","06 Shortest Bridges","1880","Retreat","2100","4520","6690","16160","1880"
"539","true","true","Uniform","06 Shortest Bridges","1820","Retreat","100","4540","6540","15640","1820"
"540","true","true","Uniform","06 Shortest Bridges","1820","Retreat","0","4520","6350","15730","1820"
"541","true","true","Uniform","06 Shortest Bridges","1740","Retreat","100","4570","6560","14890","1740"
"542","true","true","Uniform","06 Shortest Bridges","1740","Retreat","0","4510","6330","14900","1740"
"544","true","true","Uniform","06 Shortest Bridges","1960","Retreat","1200","4510","6560","16820","1960"
"547","true","true","Uniform","06 Shortest Bridges","1780","Retreat","700","4520","6590","15270","1780"
"552","true","true","Uniform","06 Shortest Bridges","1800","Retreat","200","4520","6530","15500","1800"
"548","true","true","Uniform","06 Shortest Bridges","1920","Retreat","1300","4570","6770","16480","1920"
"556","true","true","Uniform","06 Shortest Bridges","938","Victory","4600","2090","4670","8080","938"
"554","true","true","Uniform","06 Shortest Bridges","1028","Victory","4500","2340","5110","8850","1028"
"546","true","true","Uniform","06 Shortest Bridges","1800","Retreat","100","4530","6880","15500","1800"
"550","true","true","Uniform","06 Shortest Bridges","1840","Retreat","0","4520","6730","15860","1840"
"549","true","true","Uniform","06 Shortest Bridges","1740","Retreat","0","4510","6910","14790","1740"
"553","true","true","Uniform","06 Shortest Bridges","1735","Victory","4600","4130","6270","14940","1735"
"559","true","true","Uniform","06 Shortest Bridges","1800","Retreat","0","4560","6610","15460","1800"
"551","true","true","Uniform","06 Shortest Bridges","1820","Retreat","0","4530","6650","15650","1820"
"555","true","true","Uniform","06 Shortest Bridges","1860","Retreat","1300","4530","6890","16010","1860"
"566","true","true","Uniform","06 Shortest Bridges","573","Victory","4500","1170","4410","4970","573"
"557","true","true","Uniform","06 Shortest Bridges","1780","Retreat","300","4540","6750","15280","1780"
"558","true","true","Uniform","06 Shortest Bridges","1840","Retreat","1600","4520","7000","15760","1840"
"560","true","true","Uniform","06 Shortest Bridges","1880","Retreat","400","4520","6910","16140","1880"
"562","true","true","Uniform","06 Shortest Bridges","1820","Retreat","0","4530","6430","15390","1820"
"561","true","true","Uniform","06 Shortest Bridges","1800","Retreat","200","4540","6510","15430","1800"
"567","true","true","Uniform","06 Shortest Bridges","1860","Retreat","1200","4520","6400","15980","1860"
"564","true","true","Uniform","06 Shortest Bridges","1880","Retreat","100","4550","6620","16140","1880"
"563","true","true","Uniform","06 Shortest Bridges","1780","Retreat","0","4540","6360","15260","1780"
"565","true","true","Uniform","06 Shortest Bridges","1980","Retreat","0","4540","6510","16990","1980"
"570","true","true","Uniform","06 Shortest Bridges","1780","Retreat","1000","4510","6510","15190","1780"
"569","true","true","Uniform","06 Shortest Bridges","1900","Retreat","0","4510","6770","16320","1900"
"576","true","true","Uniform","06 Shortest Bridges","1940","Retreat","1400","4540","6890","16670","1940"
"572","true","true","Uniform","06 Shortest Bridges","1860","Retreat","0","4540","6770","16030","1860"
"571","true","true","Uniform","06 Shortest Bridges","1840","Retreat","4300","4540","6710","15790","1840"
"568","true","true","Uniform","06 Shortest Bridges","1840","Retreat","2000","4520","6690","15800","1840"
"573","true","true","Uniform","06 Shortest Bridges","1720","Retreat","2100","4510","6250","14750","1720"
"578","true","true","Uniform","06 Shortest Bridges","700","Victory","4500","1580","4820","5980","700"
"579","true","true","Uniform","06 Shortest Bridges","615","Victory","4500","1280","4550","5320","615"
"574","true","true","Uniform","06 Shortest Bridges","1820","Retreat","0","4560","6420","15620","1820"
"587","true","true","Uniform","06 Shortest Bridges","410","Victory","4500","630","3860","3520","410"
"575","true","true","Uniform","06 Shortest Bridges","1860","Retreat","0","4560","6540","15870","1860"
"582","true","true","Uniform","06 Shortest Bridges","1720","Retreat","2300","4510","6540","14650","1720"
"577","true","true","Uniform","06 Shortest Bridges","1900","Retreat","3700","4530","6700","16390","1900"
"592","true","true","Uniform","06 Shortest Bridges","304","Victory","4600","480","3150","2610","304"
"581","true","true","Uniform","06 Shortest Bridges","1679","Victory","4600","4130","6290","14400","1679"
"586","true","true","Uniform","06 Shortest Bridges","1760","Retreat","1400","4520","6460","15170","1760"
"584","true","true","Uniform","06 Shortest Bridges","1820","Retreat","300","4540","6960","15530","1820"
"583","true","true","Uniform","06 Shortest Bridges","1920","Retreat","1700","4560","6850","16510","1920"
"580","true","true","Uniform","06 Shortest Bridges","1880","Retreat","0","4560","6970","16120","1880"
"594","true","true","Uniform","06 Shortest Bridges","1780","Retreat","1500","4530","6860","15340","1780"
"588","true","true","Uniform","06 Shortest Bridges","1416","Victory","4600","3160","5950","12190","1416"
"589","true","true","Uniform","06 Shortest Bridges","1900","Retreat","0","4530","6800","16270","1900"
"585","true","true","Uniform","06 Shortest Bridges","1780","Retreat","0","4520","6690","15280","1780"
"591","true","true","Uniform","06 Shortest Bridges","1940","Retreat","1100","4530","6340","16640","1940"
