"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"IrpinModel.nlogo"
"Vary Site-Selection Artillery Active Waves"
"04/12/2025 19:56:18:235 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","459","0","624"
"[run number]","turn-on-artillery?","turn-on-stop-conditions?","spacing-mode","site-selection-mode","wave-pause","wave-duration","[step]","battle-outcome","total-infantry-crossed","total-infantry-casualties / 10","total-infantry-used","ticks"
"475","true","true","Waves","04 Shortest Bridges","40","220","2060","Retreat","0","4530","6200","2060"
"464","true","true","Waves","04 Shortest Bridges","40","110","2560","Retreat","1500","4530","6410","2560"
"466","true","true","Waves","04 Shortest Bridges","40","130","2440","Retreat","1100","4510","6480","2440"
"469","true","true","Waves","04 Shortest Bridges","40","160","2260","Retreat","0","4530","6260","2260"
"473","true","true","Waves","04 Shortest Bridges","40","200","2140","Retreat","1200","4530","6290","2140"
"471","true","true","Waves","04 Shortest Bridges","40","180","2120","Retreat","0","4530","6180","2120"
"467","true","true","Waves","04 Shortest Bridges","40","140","2220","Retreat","1500","4540","6180","2220"
"485","true","true","Waves","04 Shortest Bridges","50","110","636","Victory","4500","950","4250","636"
"477","true","true","Waves","04 Shortest Bridges","40","240","2100","Retreat","1800","4510","6260","2100"
"472","true","true","Waves","04 Shortest Bridges","40","190","2420","Retreat","0","4540","6350","2420"
"470","true","true","Waves","04 Shortest Bridges","40","170","2480","Retreat","2600","4520","6750","2480"
"482","true","true","Waves","04 Shortest Bridges","40","290","2260","Retreat","0","4550","6410","2260"
"474","true","true","Waves","04 Shortest Bridges","40","210","2400","Retreat","1600","4540","6290","2400"
"478","true","true","Waves","04 Shortest Bridges","40","250","2320","Retreat","2200","4520","6310","2320"
"481","true","true","Waves","04 Shortest Bridges","40","280","2160","Retreat","1100","4530","6600","2160"
"479","true","true","Waves","04 Shortest Bridges","40","260","2260","Retreat","0","4520","6120","2260"
"476","true","true","Waves","04 Shortest Bridges","40","230","2440","Retreat","0","4510","6280","2440"
"480","true","true","Waves","04 Shortest Bridges","40","270","2320","Retreat","2700","4580","6710","2320"
"483","true","true","Waves","04 Shortest Bridges","40","300","2080","Retreat","3700","4530","6270","2080"
"493","true","true","Waves","04 Shortest Bridges","50","190","2640","Retreat","3900","4550","6260","2640"
"486","true","true","Waves","04 Shortest Bridges","50","120","2980","Retreat","400","4530","6510","2980"
"484","true","true","Waves","04 Shortest Bridges","50","100","3120","Retreat","3300","4530","6480","3120"
"489","true","true","Waves","04 Shortest Bridges","50","150","2580","Retreat","1100","4520","6260","2580"
"487","true","true","Waves","04 Shortest Bridges","50","130","2800","Retreat","1200","4520","6350","2800"
"490","true","true","Waves","04 Shortest Bridges","50","160","2660","Victory","4500","4370","6440","2660"
"491","true","true","Waves","04 Shortest Bridges","50","170","2820","Retreat","900","4520","6300","2820"
"494","true","true","Waves","04 Shortest Bridges","50","200","2560","Retreat","2500","4510","6540","2560"
"505","true","true","Waves","04 Shortest Bridges","60","100","960","Victory","4500","1270","4190","960"
"495","true","true","Waves","04 Shortest Bridges","50","210","2480","Retreat","2100","4550","6570","2480"
"501","true","true","Waves","04 Shortest Bridges","50","270","2520","Retreat","200","4540","6430","2520"
"492","true","true","Waves","04 Shortest Bridges","50","180","2740","Retreat","3300","4520","6560","2740"
"496","true","true","Waves","04 Shortest Bridges","50","220","2660","Retreat","3700","4540","6250","2660"
"488","true","true","Waves","04 Shortest Bridges","50","140","3200","Retreat","2600","4530","6590","3200"
"499","true","true","Waves","04 Shortest Bridges","50","250","2640","Retreat","1200","4540","6370","2640"
"497","true","true","Waves","04 Shortest Bridges","50","230","2680","Retreat","1200","4510","6760","2680"
"498","true","true","Waves","04 Shortest Bridges","50","240","2600","Retreat","1600","4540","6290","2600"
"502","true","true","Waves","04 Shortest Bridges","50","280","2280","Retreat","300","4530","6510","2280"
"504","true","true","Waves","04 Shortest Bridges","50","300","2420","Retreat","1700","4540","6250","2420"
"500","true","true","Waves","04 Shortest Bridges","50","260","2640","Retreat","1600","4540","6690","2640"
"511","true","true","Waves","04 Shortest Bridges","60","160","2150","Victory","4500","2940","5310","2150"
"503","true","true","Waves","04 Shortest Bridges","50","290","2600","Retreat","1600","4520","6420","2600"
"518","true","true","Waves","04 Shortest Bridges","60","230","1602","Victory","4500","2480","5210","1602"
"507","true","true","Waves","04 Shortest Bridges","60","120","3020","Retreat","900","4550","6180","3020"
"509","true","true","Waves","04 Shortest Bridges","60","140","2960","Retreat","800","4540","6360","2960"
"506","true","true","Waves","04 Shortest Bridges","60","110","3480","Retreat","1400","4540","6660","3480"
"521","true","true","Waves","04 Shortest Bridges","60","260","2740","Retreat","2200","4520","6840","2740"
"508","true","true","Waves","04 Shortest Bridges","60","130","3200","Retreat","700","4530","6370","3200"
"513","true","true","Waves","04 Shortest Bridges","60","180","2880","Retreat","3100","4560","6350","2880"
"512","true","true","Waves","04 Shortest Bridges","60","170","2800","Retreat","200","4530","6390","2800"
"510","true","true","Waves","04 Shortest Bridges","60","150","3100","Retreat","1100","4530","6010","3100"
"517","true","true","Waves","04 Shortest Bridges","60","220","2480","Retreat","1700","4530","6410","2480"
"515","true","true","Waves","04 Shortest Bridges","60","200","3040","Retreat","1200","4540","6510","3040"
"519","true","true","Waves","04 Shortest Bridges","60","240","2820","Retreat","3300","4520","6360","2820"
"516","true","true","Waves","04 Shortest Bridges","60","210","2880","Retreat","1200","4510","6610","2880"
"514","true","true","Waves","04 Shortest Bridges","60","190","2900","Retreat","0","4510","6330","2900"
"522","true","true","Waves","04 Shortest Bridges","60","270","2560","Retreat","900","4550","6140","2560"
"520","true","true","Waves","04 Shortest Bridges","60","250","2620","Retreat","300","4510","6550","2620"
"523","true","true","Waves","04 Shortest Bridges","60","280","2480","Retreat","300","4540","6540","2480"
"533","true","true","Waves","04 Shortest Bridges","70","170","1359","Victory","4700","1650","4370","1359"
"524","true","true","Waves","04 Shortest Bridges","60","290","2340","Retreat","3100","4520","6140","2340"
"527","true","true","Waves","04 Shortest Bridges","70","110","4100","Retreat","900","4550","6640","4100"
"528","true","true","Waves","04 Shortest Bridges","70","120","2248","Victory","4500","2560","5310","2248"
"525","true","true","Waves","04 Shortest Bridges","60","300","2700","Retreat","2100","4560","6570","2700"
"537","true","true","Waves","04 Shortest Bridges","70","210","1814","Victory","4500","2730","5420","1814"
"534","true","true","Waves","04 Shortest Bridges","70","180","2900","Retreat","0","4550","6190","2900"
"526","true","true","Waves","04 Shortest Bridges","70","100","4080","Retreat","3000","4530","6570","4080"
"542","true","true","Waves","04 Shortest Bridges","70","260","2560","Retreat","800","4510","6320","2560"
"530","true","true","Waves","04 Shortest Bridges","70","140","3300","Retreat","4400","4510","6470","3300"
"539","true","true","Waves","04 Shortest Bridges","70","230","2920","Retreat","2300","4530","6430","2920"
"531","true","true","Waves","04 Shortest Bridges","70","150","3440","Retreat","2100","4520","6590","3440"
"529","true","true","Waves","04 Shortest Bridges","70","130","3760","Retreat","1600","4540","6220","3760"
"535","true","true","Waves","04 Shortest Bridges","70","190","3020","Retreat","1200","4540","6580","3020"
"532","true","true","Waves","04 Shortest Bridges","70","160","3380","Retreat","3400","4540","6520","3380"
"536","true","true","Waves","04 Shortest Bridges","70","200","3080","Retreat","0","4530","6640","3080"
"538","true","true","Waves","04 Shortest Bridges","70","220","2820","Retreat","300","4520","6620","2820"
"540","true","true","Waves","04 Shortest Bridges","70","240","2760","Retreat","2200","4510","6390","2760"
"541","true","true","Waves","04 Shortest Bridges","70","250","2780","Retreat","1000","4540","6520","2780"
"543","true","true","Waves","04 Shortest Bridges","70","270","2840","Retreat","600","4510","6700","2840"
"544","true","true","Waves","04 Shortest Bridges","70","280","2740","Retreat","1400","4550","6320","2740"
"548","true","true","Waves","04 Shortest Bridges","80","110","3175","Victory","4500","3380","5640","3175"
"545","true","true","Waves","04 Shortest Bridges","70","290","2780","Retreat","3600","4560","6540","2780"
"550","true","true","Waves","04 Shortest Bridges","80","130","2660","Victory","4500","3320","6000","2660"
"546","true","true","Waves","04 Shortest Bridges","70","300","2880","Retreat","0","4530","6670","2880"
"561","true","true","Waves","04 Shortest Bridges","80","240","3040","Retreat","3400","4530","6650","3040"
"551","true","true","Waves","04 Shortest Bridges","80","140","3700","Retreat","1000","4530","6330","3700"
"552","true","true","Waves","04 Shortest Bridges","80","150","3540","Retreat","4300","4530","6590","3540"
"553","true","true","Waves","04 Shortest Bridges","80","160","3500","Retreat","800","4560","6200","3500"
"549","true","true","Waves","04 Shortest Bridges","80","120","3940","Retreat","1800","4520","6520","3940"
"560","true","true","Waves","04 Shortest Bridges","80","230","2339","Victory","4500","3500","5800","2339"
"554","true","true","Waves","04 Shortest Bridges","80","170","3380","Retreat","1500","4510","6410","3380"
"558","true","true","Waves","04 Shortest Bridges","80","210","3060","Retreat","1000","4530","6380","3060"
"557","true","true","Waves","04 Shortest Bridges","80","200","3280","Retreat","0","4530","6630","3280"
"547","true","true","Waves","04 Shortest Bridges","80","100","4580","Retreat","300","4530","6730","4580"
"556","true","true","Waves","04 Shortest Bridges","80","190","3320","Retreat","3200","4510","6450","3320"
"555","true","true","Waves","04 Shortest Bridges","80","180","3300","Retreat","2900","4530","6960","3300"
"565","true","true","Waves","04 Shortest Bridges","80","280","1580","Victory","4600","2610","5300","1580"
"559","true","true","Waves","04 Shortest Bridges","80","220","2940","Retreat","4100","4540","6530","2940"
"563","true","true","Waves","04 Shortest Bridges","80","260","2940","Retreat","1800","4530","6480","2940"
"564","true","true","Waves","04 Shortest Bridges","80","270","2740","Retreat","0","4520","6120","2740"
"562","true","true","Waves","04 Shortest Bridges","80","250","2820","Retreat","1900","4540","6460","2820"
"568","true","true","Waves","04 Shortest Bridges","90","100","2243","Victory","4700","1970","4900","2243"
"577","true","true","Waves","04 Shortest Bridges","90","190","3460","Retreat","1200","4540","6500","3460"
"567","true","true","Waves","04 Shortest Bridges","80","300","2620","Retreat","200","4550","6350","2620"
"566","true","true","Waves","04 Shortest Bridges","80","290","2780","Retreat","0","4530","6620","2780"
"570","true","true","Waves","04 Shortest Bridges","90","120","3499","Victory","4500","3460","5870","3499"
"579","true","true","Waves","04 Shortest Bridges","90","210","3200","Retreat","1200","4550","6580","3200"
"580","true","true","Waves","04 Shortest Bridges","90","220","3060","Retreat","200","4510","6260","3060"
"581","true","true","Waves","04 Shortest Bridges","90","230","3100","Retreat","300","4550","6200","3100"
"574","true","true","Waves","04 Shortest Bridges","90","160","3620","Retreat","300","4510","6460","3620"
"575","true","true","Waves","04 Shortest Bridges","90","170","3255","Victory","4500","4220","6310","3255"
"572","true","true","Waves","04 Shortest Bridges","90","140","4000","Retreat","3700","4550","6670","4000"
"578","true","true","Waves","04 Shortest Bridges","90","200","3380","Retreat","300","4520","6440","3380"
"573","true","true","Waves","04 Shortest Bridges","90","150","3780","Retreat","200","4520","6690","3780"
"582","true","true","Waves","04 Shortest Bridges","90","240","2140","Victory","4500","3150","5400","2140"
"583","true","true","Waves","04 Shortest Bridges","90","250","2960","Retreat","1800","4530","6290","2960"
"576","true","true","Waves","04 Shortest Bridges","90","180","3440","Retreat","2000","4510","6470","3440"
"569","true","true","Waves","04 Shortest Bridges","90","110","4540","Retreat","1700","4560","6180","4540"
"571","true","true","Waves","04 Shortest Bridges","90","130","4260","Retreat","4000","4520","6760","4260"
"596","true","true","Waves","05 Shortest Bridges","30","170","1840","Retreat","0","4510","6250","1840"
"584","true","true","Waves","04 Shortest Bridges","90","260","2980","Retreat","400","4520","6520","2980"
"589","true","true","Waves","05 Shortest Bridges","30","100","2000","Retreat","200","4510","6570","2000"
"590","true","true","Waves","05 Shortest Bridges","30","110","1940","Retreat","0","4540","6270","1940"
"587","true","true","Waves","04 Shortest Bridges","90","290","2980","Retreat","0","4520","6420","2980"
"585","true","true","Waves","04 Shortest Bridges","90","270","3080","Retreat","0","4520","6440","3080"
"592","true","true","Waves","05 Shortest Bridges","30","130","1800","Retreat","300","4520","6240","1800"
"588","true","true","Waves","04 Shortest Bridges","90","300","2880","Retreat","2300","4510","6740","2880"
"586","true","true","Waves","04 Shortest Bridges","90","280","2840","Retreat","600","4540","6290","2840"
"593","true","true","Waves","05 Shortest Bridges","30","140","1860","Retreat","0","4520","6140","1860"
"595","true","true","Waves","05 Shortest Bridges","30","160","1900","Retreat","0","4540","6110","1900"
"591","true","true","Waves","05 Shortest Bridges","30","120","1960","Retreat","0","4550","6220","1960"
"594","true","true","Waves","05 Shortest Bridges","30","150","1960","Retreat","0","4540","6510","1960"
"600","true","true","Waves","05 Shortest Bridges","30","210","1860","Retreat","0","4540","6080","1860"
"598","true","true","Waves","05 Shortest Bridges","30","190","1940","Retreat","0","4520","6330","1940"
"597","true","true","Waves","05 Shortest Bridges","30","180","2060","Retreat","700","4560","6350","2060"
"599","true","true","Waves","05 Shortest Bridges","30","200","1960","Retreat","0","4530","6350","1960"
"604","true","true","Waves","05 Shortest Bridges","30","250","1860","Retreat","0","4520","6420","1860"
"602","true","true","Waves","05 Shortest Bridges","30","230","1900","Retreat","3300","4560","6500","1900"
"607","true","true","Waves","05 Shortest Bridges","30","280","1940","Retreat","0","4510","6450","1940"
"613","true","true","Waves","05 Shortest Bridges","40","130","2440","Retreat","0","4510","6410","2440"
"601","true","true","Waves","05 Shortest Bridges","30","220","1940","Retreat","0","4530","6340","1940"
"606","true","true","Waves","05 Shortest Bridges","30","270","1960","Retreat","0","4550","6440","1960"
"603","true","true","Waves","05 Shortest Bridges","30","240","2080","Retreat","0","4540","6520","2080"
"608","true","true","Waves","05 Shortest Bridges","30","290","1880","Retreat","0","4510","6440","1880"
"605","true","true","Waves","05 Shortest Bridges","30","260","2040","Retreat","1400","4560","6330","2040"
"609","true","true","Waves","05 Shortest Bridges","30","300","1980","Retreat","0","4560","6320","1980"
"612","true","true","Waves","05 Shortest Bridges","40","120","2180","Retreat","1100","4510","6110","2180"
"610","true","true","Waves","05 Shortest Bridges","40","100","2180","Retreat","700","4530","6130","2180"
"611","true","true","Waves","05 Shortest Bridges","40","110","2220","Retreat","800","4520","6220","2220"
"614","true","true","Waves","05 Shortest Bridges","40","140","2000","Retreat","0","4540","6270","2000"
"620","true","true","Waves","05 Shortest Bridges","40","200","2060","Retreat","400","4530","6490","2060"
"617","true","true","Waves","05 Shortest Bridges","40","170","2080","Retreat","1100","4520","5960","2080"
"615","true","true","Waves","05 Shortest Bridges","40","150","2200","Retreat","0","4530","6630","2200"
"616","true","true","Waves","05 Shortest Bridges","40","160","2120","Retreat","0","4540","6210","2120"
"619","true","true","Waves","05 Shortest Bridges","40","190","2080","Retreat","700","4540","6160","2080"
"618","true","true","Waves","05 Shortest Bridges","40","180","2100","Retreat","800","4550","6270","2100"
"622","true","true","Waves","05 Shortest Bridges","40","220","2060","Retreat","0","4560","6250","2060"
"621","true","true","Waves","05 Shortest Bridges","40","210","2100","Retreat","1500","4520","6340","2100"
"624","true","true","Waves","05 Shortest Bridges","40","240","2000","Retreat","400","4530","6160","2000"
"623","true","true","Waves","05 Shortest Bridges","40","230","2180","Retreat","2200","4520","6390","2180"
"626","true","true","Waves","05 Shortest Bridges","40","260","1960","Retreat","100","4540","6190","1960"
"631","true","true","Waves","05 Shortest Bridges","50","100","2700","Retreat","1000","4560","6280","2700"
"625","true","true","Waves","05 Shortest Bridges","40","250","2180","Retreat","3200","4540","6870","2180"
"627","true","true","Waves","05 Shortest Bridges","40","270","2000","Retreat","0","4530","6540","2000"
"628","true","true","Waves","05 Shortest Bridges","40","280","1980","Retreat","400","4520","6350","1980"
"630","true","true","Waves","05 Shortest Bridges","40","300","2020","Retreat","1100","4550","6190","2020"
"629","true","true","Waves","05 Shortest Bridges","40","290","2140","Retreat","3300","4520","6480","2140"
"635","true","true","Waves","05 Shortest Bridges","50","140","1845","Victory","4500","3050","5770","1845"
"632","true","true","Waves","05 Shortest Bridges","50","110","2700","Retreat","300","4520","6430","2700"
"642","true","true","Waves","05 Shortest Bridges","50","210","2300","Retreat","1700","4530","6670","2300"
"636","true","true","Waves","05 Shortest Bridges","50","150","2360","Retreat","3600","4560","6490","2360"
"638","true","true","Waves","05 Shortest Bridges","50","170","1921","Victory","4500","3410","5880","1921"
"634","true","true","Waves","05 Shortest Bridges","50","130","2500","Retreat","1500","4550","6340","2500"
"650","true","true","Waves","05 Shortest Bridges","50","290","676","Victory","4500","1100","4220","676"
"641","true","true","Waves","05 Shortest Bridges","50","200","1890","Victory","4500","3430","5610","1890"
"637","true","true","Waves","05 Shortest Bridges","50","160","2480","Retreat","1400","4550","6320","2480"
"633","true","true","Waves","05 Shortest Bridges","50","120","2700","Retreat","0","4510","6400","2700"
"639","true","true","Waves","05 Shortest Bridges","50","180","2400","Retreat","0","4510","6700","2400"
"640","true","true","Waves","05 Shortest Bridges","50","190","2340","Retreat","1100","4520","6270","2340"
"643","true","true","Waves","05 Shortest Bridges","50","220","2340","Retreat","1000","4540","6490","2340"
"644","true","true","Waves","05 Shortest Bridges","50","230","2340","Retreat","800","4540","6600","2340"
"648","true","true","Waves","05 Shortest Bridges","50","270","2140","Retreat","1500","4510","6380","2140"
"645","true","true","Waves","05 Shortest Bridges","50","240","2320","Retreat","2600","4560","6170","2320"
"653","true","true","Waves","05 Shortest Bridges","60","110","1160","Victory","4700","1500","4550","1160"
"649","true","true","Waves","05 Shortest Bridges","50","280","2180","Retreat","1600","4530","6550","2180"
"646","true","true","Waves","05 Shortest Bridges","50","250","2280","Retreat","0","4540","6450","2280"
"654","true","true","Waves","05 Shortest Bridges","60","120","3020","Retreat","1300","4510","6420","3020"
"647","true","true","Waves","05 Shortest Bridges","50","260","2340","Retreat","1200","4550","6420","2340"
"665","true","true","Waves","05 Shortest Bridges","60","230","717","Victory","4500","1210","4340","717"
"651","true","true","Waves","05 Shortest Bridges","50","300","2260","Retreat","400","4520","6290","2260"
"660","true","true","Waves","05 Shortest Bridges","60","180","1366","Victory","4500","2180","4890","1366"
"657","true","true","Waves","05 Shortest Bridges","60","150","1628","Victory","4600","2450","5060","1628"
"656","true","true","Waves","05 Shortest Bridges","60","140","2556","Victory","4500","3600","5810","2556"
"652","true","true","Waves","05 Shortest Bridges","60","100","2980","Retreat","3800","4520","6470","2980"
"658","true","true","Waves","05 Shortest Bridges","60","160","2520","Retreat","400","4550","6340","2520"
"659","true","true","Waves","05 Shortest Bridges","60","170","2660","Retreat","4200","4530","6320","2660"
"655","true","true","Waves","05 Shortest Bridges","60","130","2820","Retreat","2500","4530","6520","2820"
"662","true","true","Waves","05 Shortest Bridges","60","200","2600","Retreat","400","4510","6330","2600"
"667","true","true","Waves","05 Shortest Bridges","60","250","2600","Retreat","1100","4510","6570","2600"
"675","true","true","Waves","05 Shortest Bridges","70","120","756","Victory","4500","930","4070","756"
"661","true","true","Waves","05 Shortest Bridges","60","190","2460","Retreat","4200","4520","6560","2460"
"673","true","true","Waves","05 Shortest Bridges","70","100","1337","Victory","4500","1680","4510","1337"
"664","true","true","Waves","05 Shortest Bridges","60","220","2380","Retreat","600","4510","6560","2380"
"679","true","true","Waves","05 Shortest Bridges","70","160","1077","Victory","4700","1600","4420","1077"
"669","true","true","Waves","05 Shortest Bridges","60","270","2300","Retreat","700","4550","6370","2300"
"663","true","true","Waves","05 Shortest Bridges","60","210","2600","Retreat","3600","4540","6470","2600"
"670","true","true","Waves","05 Shortest Bridges","60","280","2300","Retreat","1600","4540","6420","2300"
"666","true","true","Waves","05 Shortest Bridges","60","240","2560","Retreat","1200","4510","6250","2560"
"683","true","true","Waves","05 Shortest Bridges","70","200","697","Victory","4500","890","4080","697"
"668","true","true","Waves","05 Shortest Bridges","60","260","2380","Retreat","300","4550","6290","2380"
"677","true","true","Waves","05 Shortest Bridges","70","140","1620","Victory","4600","2300","5200","1620"
"671","true","true","Waves","05 Shortest Bridges","60","290","2540","Retreat","800","4530","6760","2540"
"672","true","true","Waves","05 Shortest Bridges","60","300","2300","Retreat","300","4520","6330","2300"
"693","true","true","Waves","05 Shortest Bridges","70","300","166","Victory","4500","100","1730","166"
"684","true","true","Waves","05 Shortest Bridges","70","210","2780","Retreat","2100","4520","6170","2780"
"695","true","true","Waves","05 Shortest Bridges","80","110","913","Victory","4600","1110","4060","913"
"678","true","true","Waves","05 Shortest Bridges","70","150","2980","Retreat","400","4540","6710","2980"
"686","true","true","Waves","05 Shortest Bridges","70","230","1948","Victory","4500","3090","5450","1948"
"674","true","true","Waves","05 Shortest Bridges","70","110","3380","Retreat","1300","4540","6540","3380"
"685","true","true","Waves","05 Shortest Bridges","70","220","2500","Retreat","1600","4530","6280","2500"
"697","true","true","Waves","05 Shortest Bridges","80","130","171","Victory","4500","110","1380","171"
"682","true","true","Waves","05 Shortest Bridges","70","190","2720","Retreat","3500","4510","6530","2720"
"681","true","true","Waves","05 Shortest Bridges","70","180","2840","Retreat","500","4520","6420","2840"
"680","true","true","Waves","05 Shortest Bridges","70","170","2860","Retreat","0","4520","6380","2860"
"676","true","true","Waves","05 Shortest Bridges","70","130","3360","Retreat","400","4520","6620","3360"
"692","true","true","Waves","05 Shortest Bridges","70","290","1590","Victory","4500","2770","5540","1590"
"687","true","true","Waves","05 Shortest Bridges","70","240","2680","Retreat","700","4550","6170","2680"
"691","true","true","Waves","05 Shortest Bridges","70","280","2440","Retreat","1300","4540","6090","2440"
"688","true","true","Waves","05 Shortest Bridges","70","250","2440","Retreat","200","4510","6420","2440"
"700","true","true","Waves","05 Shortest Bridges","80","160","1832","Victory","4700","2550","5370","1832"
"690","true","true","Waves","05 Shortest Bridges","70","270","2460","Retreat","0","4510","6530","2460"
"689","true","true","Waves","05 Shortest Bridges","70","260","2500","Retreat","1200","4520","6320","2500"
"696","true","true","Waves","05 Shortest Bridges","80","120","3138","Victory","4500","3700","5830","3138"
"701","true","true","Waves","05 Shortest Bridges","80","170","2980","Retreat","100","4530","6330","2980"
"713","true","true","Waves","05 Shortest Bridges","80","290","2560","Retreat","0","4560","6560","2560"
"705","true","true","Waves","05 Shortest Bridges","80","210","2780","Retreat","1700","4520","6380","2780"
"694","true","true","Waves","05 Shortest Bridges","80","100","3720","Retreat","2700","4510","6510","3720"
"704","true","true","Waves","05 Shortest Bridges","80","200","2880","Retreat","400","4510","6450","2880"
"699","true","true","Waves","05 Shortest Bridges","80","150","3200","Retreat","1800","4510","6530","3200"
"698","true","true","Waves","05 Shortest Bridges","80","140","3220","Retreat","3000","4560","6540","3220"
"702","true","true","Waves","05 Shortest Bridges","80","180","2980","Retreat","600","4510","6570","2980"
"706","true","true","Waves","05 Shortest Bridges","80","220","2800","Retreat","0","4530","6390","2800"
"703","true","true","Waves","05 Shortest Bridges","80","190","3100","Retreat","1200","4590","6520","3100"
"710","true","true","Waves","05 Shortest Bridges","80","260","2560","Retreat","1300","4510","6420","2560"
"707","true","true","Waves","05 Shortest Bridges","80","230","2720","Retreat","1800","4510","6310","2720"
"708","true","true","Waves","05 Shortest Bridges","80","240","2720","Retreat","200","4520","6500","2720"
"709","true","true","Waves","05 Shortest Bridges","80","250","2740","Retreat","0","4520","6620","2740"
"712","true","true","Waves","05 Shortest Bridges","80","280","2500","Retreat","2200","4520","6590","2500"
"711","true","true","Waves","05 Shortest Bridges","80","270","2660","Retreat","500","4560","6400","2660"
"724","true","true","Waves","05 Shortest Bridges","90","190","1278","Victory","4500","1700","4580","1278"
"717","true","true","Waves","05 Shortest Bridges","90","120","1611","Victory","4500","1870","4750","1611"
"714","true","true","Waves","05 Shortest Bridges","80","300","2780","Retreat","1100","4550","6740","2780"
"715","true","true","Waves","05 Shortest Bridges","90","100","4320","Retreat","3700","4520","6830","4320"
"716","true","true","Waves","05 Shortest Bridges","90","110","2541","Victory","4500","3020","5710","2541"
"723","true","true","Waves","05 Shortest Bridges","90","180","2838","Victory","4500","4100","6580","2838"
"721","true","true","Waves","05 Shortest Bridges","90","160","3420","Retreat","4400","4560","6760","3420"
"719","true","true","Waves","05 Shortest Bridges","90","140","3363","Victory","4500","4400","6520","3363"
"725","true","true","Waves","05 Shortest Bridges","90","200","3000","Retreat","1400","4540","6330","3000"
"720","true","true","Waves","05 Shortest Bridges","90","150","3260","Retreat","3300","4550","6320","3260"
"722","true","true","Waves","05 Shortest Bridges","90","170","3260","Retreat","2700","4510","6440","3260"
"718","true","true","Waves","05 Shortest Bridges","90","130","3620","Retreat","2900","4520","7000","3620"
"730","true","true","Waves","05 Shortest Bridges","90","250","2620","Retreat","2400","4530","6550","2620"
"733","true","true","Waves","05 Shortest Bridges","90","280","2540","Retreat","100","4510","6410","2540"
"726","true","true","Waves","05 Shortest Bridges","90","210","2980","Retreat","1100","4540","6430","2980"
"735","true","true","Waves","05 Shortest Bridges","90","300","948","Victory","4500","1390","4270","948"
"727","true","true","Waves","05 Shortest Bridges","90","220","2720","Retreat","2100","4510","6620","2720"
"728","true","true","Waves","05 Shortest Bridges","90","230","2720","Retreat","0","4560","6260","2720"
"732","true","true","Waves","05 Shortest Bridges","90","270","2680","Retreat","0","4570","6740","2680"
"729","true","true","Waves","05 Shortest Bridges","90","240","2800","Retreat","0","4510","6270","2800"
"731","true","true","Waves","05 Shortest Bridges","90","260","2660","Retreat","2300","4510","6540","2660"
"734","true","true","Waves","05 Shortest Bridges","90","290","2500","Retreat","0","4520","6490","2500"
"743","true","true","Waves","06 Shortest Bridges","30","170","1860","Retreat","0","4510","6720","1860"
"736","true","true","Waves","06 Shortest Bridges","30","100","1920","Retreat","4200","4510","6820","1920"
"741","true","true","Waves","06 Shortest Bridges","30","150","1760","Retreat","2000","4530","6880","1760"
"742","true","true","Waves","06 Shortest Bridges","30","160","1900","Retreat","4200","4510","7010","1900"
"737","true","true","Waves","06 Shortest Bridges","30","110","1800","Retreat","1200","4510","6580","1800"
"739","true","true","Waves","06 Shortest Bridges","30","130","1780","Retreat","0","4550","6480","1780"
"738","true","true","Waves","06 Shortest Bridges","30","120","1940","Retreat","2300","4510","6740","1940"
"740","true","true","Waves","06 Shortest Bridges","30","140","1820","Retreat","900","4530","6600","1820"
"744","true","true","Waves","06 Shortest Bridges","30","180","1800","Retreat","1500","4550","6420","1800"
"752","true","true","Waves","06 Shortest Bridges","30","260","1740","Retreat","0","4530","6460","1740"
"748","true","true","Waves","06 Shortest Bridges","30","220","1940","Retreat","400","4530","6660","1940"
"745","true","true","Waves","06 Shortest Bridges","30","190","1760","Retreat","900","4550","6810","1760"
"746","true","true","Waves","06 Shortest Bridges","30","200","1920","Retreat","0","4540","6290","1920"
"751","true","true","Waves","06 Shortest Bridges","30","250","1698","Victory","4500","4200","6810","1698"
"758","true","true","Waves","06 Shortest Bridges","40","110","1190","Victory","4500","2400","5530","1190"
"747","true","true","Waves","06 Shortest Bridges","30","210","1900","Retreat","1400","4560","6500","1900"
"749","true","true","Waves","06 Shortest Bridges","30","230","1880","Retreat","3200","4520","6920","1880"
"761","true","true","Waves","06 Shortest Bridges","40","140","1940","Retreat","1600","4580","6460","1940"
"750","true","true","Waves","06 Shortest Bridges","30","240","1940","Retreat","1500","4550","6340","1940"
"755","true","true","Waves","06 Shortest Bridges","30","290","1940","Retreat","900","4550","6820","1940"
"753","true","true","Waves","06 Shortest Bridges","30","270","1860","Retreat","300","4540","6850","1860"
"756","true","true","Waves","06 Shortest Bridges","30","300","1720","Retreat","200","4540","6580","1720"
"754","true","true","Waves","06 Shortest Bridges","30","280","1880","Retreat","0","4580","6460","1880"
"759","true","true","Waves","06 Shortest Bridges","40","120","2080","Retreat","1100","4580","6590","2080"
"757","true","true","Waves","06 Shortest Bridges","40","100","2100","Retreat","3000","4560","6460","2100"
"762","true","true","Waves","06 Shortest Bridges","40","150","2060","Retreat","3400","4530","6720","2060"
