x_runNumber_,turn_on_artillery_,turn_on_stop_conditions_,spacing_mode,site_selection_mode,wave_pause,wave_duration,x_step_,battle_outcome,total_infantry_crossed,total_infantry_casualties_10,total_infantry_used,total_pontoons_used,ticks
1624,true,true,Waves,04 Shortest Bridges,50,133,1257,Victory,4500,1730,4600,8140,1257
1616,true,true,Waves,04 Shortest Bridges,50,100,3260,Retreat,0,4510,6460,19170,3260
1617,true,true,Waves,04 Shortest Bridges,50,100,2920,Retreat,300,4510,6460,17320,2920
1620,true,true,Waves,04 Shortest Bridges,50,100,3140,Retreat,200,4510,6100,18310,3140
1618,true,true,Waves,04 Shortest Bridges,50,100,3300,Retreat,100,4550,6450,19240,3300
1621,true,true,Waves,04 Shortest Bridges,50,133,2840,Retreat,3200,4520,6420,18250,2840
1622,true,true,Waves,04 Shortest Bridges,50,133,2960,Retreat,900,4520,6440,18830,2960
1623,true,true,Waves,04 Shortest Bridges,50,133,2920,Retreat,1100,4510,6420,18390,2920
1625,true,true,Waves,04 Shortest Bridges,50,133,2540,Victory,4600,3430,5920,16290,2540
1629,true,true,Waves,04 Shortest Bridges,50,133,2940,Retreat,300,4530,6450,18670,2940
1626,true,true,Waves,04 Shortest Bridges,50,133,2698,Victory,4600,4100,6530,17460,2698
1630,true,true,Waves,04 Shortest Bridges,50,133,3200,Retreat,3700,4540,6490,20430,3200
1627,true,true,Waves,04 Shortest Bridges,50,133,2880,Retreat,600,4530,6340,18570,2880
1628,true,true,Waves,04 Shortest Bridges,50,133,3080,Retreat,100,4510,6490,19880,3080
1631,true,true,Waves,04 Shortest Bridges,50,166,2880,Retreat,0,4520,6420,19310,2880
1632,true,true,Waves,04 Shortest Bridges,50,166,2740,Retreat,500,4560,6560,18660,2740
1634,true,true,Waves,04 Shortest Bridges,50,166,2780,Retreat,100,4510,6270,18700,2780
1633,true,true,Waves,04 Shortest Bridges,50,166,2780,Retreat,1600,4520,6220,18810,2780
1635,true,true,Waves,04 Shortest Bridges,50,166,2660,Retreat,700,4510,6430,17950,2660
1636,true,true,Waves,04 Shortest Bridges,50,166,2700,Retreat,200,4510,6380,18210,2700
1638,true,true,Waves,04 Shortest Bridges,50,166,2840,Retreat,1400,4510,6350,19060,2840
1640,true,true,Waves,04 Shortest Bridges,50,166,2540,Retreat,2600,4540,6640,17390,2540
1637,true,true,Waves,04 Shortest Bridges,50,166,3180,Retreat,800,4530,6800,21540,3180
1639,true,true,Waves,04 Shortest Bridges,50,166,2740,Retreat,1000,4510,6520,18520,2740
1641,true,true,Waves,04 Shortest Bridges,50,200,2620,Retreat,4300,4550,6590,18500,2620
1642,true,true,Waves,04 Shortest Bridges,50,200,2440,Retreat,1100,4560,6210,17270,2440
1643,true,true,Waves,04 Shortest Bridges,50,200,2700,Retreat,1400,4520,6290,19080,2700
1644,true,true,Waves,04 Shortest Bridges,50,200,2680,Retreat,100,4540,6400,18890,2680
1645,true,true,Waves,04 Shortest Bridges,50,200,2740,Retreat,3200,4520,6580,19050,2740
1649,true,true,Waves,04 Shortest Bridges,50,200,2700,Retreat,3600,4510,6560,18970,2700
1646,true,true,Waves,04 Shortest Bridges,50,200,2540,Retreat,1200,4530,6350,17680,2540
1647,true,true,Waves,04 Shortest Bridges,50,200,2680,Retreat,0,4530,6460,18820,2680
1648,true,true,Waves,04 Shortest Bridges,50,200,2900,Retreat,1900,4520,6730,20330,2900
1650,true,true,Waves,04 Shortest Bridges,50,200,2860,Retreat,200,4520,6590,20040,2860
1651,true,true,Waves,04 Shortest Bridges,50,233,2580,Retreat,1000,4510,6400,18480,2580
1653,true,true,Waves,04 Shortest Bridges,50,233,2680,Retreat,2100,4510,6580,19340,2680
1654,true,true,Waves,04 Shortest Bridges,50,233,2800,Retreat,3000,4530,6490,20090,2800
1652,true,true,Waves,04 Shortest Bridges,50,233,2680,Retreat,0,4520,6280,19250,2680
1655,true,true,Waves,04 Shortest Bridges,50,233,2500,Retreat,900,4520,6220,18170,2500
1658,true,true,Waves,04 Shortest Bridges,50,233,2460,Retreat,200,4540,6180,17800,2460
1656,true,true,Waves,04 Shortest Bridges,50,233,2720,Retreat,100,4540,6290,19650,2720
1657,true,true,Waves,04 Shortest Bridges,50,233,2540,Retreat,1600,4550,6250,18220,2540
1659,true,true,Waves,04 Shortest Bridges,50,233,2600,Retreat,2400,4520,6210,18680,2600
1660,true,true,Waves,04 Shortest Bridges,50,233,2540,Retreat,0,4550,6510,18090,2540
1662,true,true,Waves,04 Shortest Bridges,50,266,2480,Retreat,1800,4530,6400,18410,2480
1661,true,true,Waves,04 Shortest Bridges,50,266,2500,Retreat,0,4540,6390,18330,2500
1663,true,true,Waves,04 Shortest Bridges,50,266,2400,Retreat,800,4540,6460,17810,2400
1664,true,true,Waves,04 Shortest Bridges,50,266,2500,Retreat,0,4540,6630,18510,2500
1665,true,true,Waves,04 Shortest Bridges,50,266,2680,Retreat,100,4520,6490,19710,2680
1666,true,true,Waves,04 Shortest Bridges,50,266,2600,Retreat,2400,4520,6230,19080,2600
1668,true,true,Waves,04 Shortest Bridges,50,266,2460,Retreat,0,4510,6440,18150,2460
1667,true,true,Waves,04 Shortest Bridges,50,266,2460,Retreat,600,4520,6270,18270,2460
1669,true,true,Waves,04 Shortest Bridges,50,266,2600,Retreat,1200,4510,6610,19170,2600
1670,true,true,Waves,04 Shortest Bridges,50,266,2520,Retreat,2400,4560,6440,18450,2520
1673,true,true,Waves,04 Shortest Bridges,50,300,2560,Retreat,0,4540,6490,19200,2560
1671,true,true,Waves,04 Shortest Bridges,50,300,2400,Retreat,3100,4540,6480,18090,2400
1672,true,true,Waves,04 Shortest Bridges,50,300,2540,Retreat,1500,4550,6540,18980,2540
1674,true,true,Waves,04 Shortest Bridges,50,300,2540,Retreat,1200,4540,6290,19010,2540
1675,true,true,Waves,04 Shortest Bridges,50,300,2380,Retreat,1000,4520,6180,17920,2380
1679,true,true,Waves,04 Shortest Bridges,50,300,2400,Retreat,0,4520,6370,18290,2400
1676,true,true,Waves,04 Shortest Bridges,50,300,2340,Retreat,1200,4530,6370,17600,2340
1677,true,true,Waves,04 Shortest Bridges,50,300,2580,Retreat,1200,4560,6500,19260,2580
1678,true,true,Waves,04 Shortest Bridges,50,300,2440,Retreat,300,4520,6420,18250,2440
1680,true,true,Waves,04 Shortest Bridges,50,300,2400,Retreat,0,4530,6540,18110,2400
1681,true,true,Waves,04 Shortest Bridges,60,100,3320,Retreat,2400,4510,6170,18530,3320
1683,true,true,Waves,04 Shortest Bridges,60,100,3680,Retreat,3600,4540,6380,20130,3680
1682,true,true,Waves,04 Shortest Bridges,60,100,3518,Victory,4600,4310,6030,19230,3518
1685,true,true,Waves,04 Shortest Bridges,60,100,3200,Retreat,4000,4520,6370,17690,3200
1688,true,true,Waves,04 Shortest Bridges,60,100,3460,Retreat,2600,4530,6090,19270,3460
1684,true,true,Waves,04 Shortest Bridges,60,100,3280,Retreat,4000,4520,6640,18340,3280
1686,true,true,Waves,04 Shortest Bridges,60,100,3300,Retreat,1200,4510,6260,18500,3300
1687,true,true,Waves,04 Shortest Bridges,60,100,3280,Retreat,900,4540,6310,18300,3280
1689,true,true,Waves,04 Shortest Bridges,60,100,3460,Retreat,1200,4530,6190,19370,3460
1690,true,true,Waves,04 Shortest Bridges,60,100,3320,Retreat,300,4520,6290,18540,3320
1694,true,true,Waves,04 Shortest Bridges,60,133,1892,Victory,4500,2410,5190,11600,1892
1691,true,true,Waves,04 Shortest Bridges,60,133,3140,Retreat,0,4520,6240,19120,3140
1692,true,true,Waves,04 Shortest Bridges,60,133,3180,Retreat,700,4540,6400,19400,3180
1696,true,true,Waves,04 Shortest Bridges,60,133,1874,Victory,4500,2560,5380,11600,1874
1693,true,true,Waves,04 Shortest Bridges,60,133,3440,Retreat,1100,4530,6420,20910,3440
1697,true,true,Waves,04 Shortest Bridges,60,133,3380,Retreat,2800,4560,6560,20750,3380
1695,true,true,Waves,04 Shortest Bridges,60,133,3260,Retreat,1300,4520,6490,19680,3260
1707,true,true,Waves,04 Shortest Bridges,60,166,1278,Victory,4500,1650,4810,8470,1278
1698,true,true,Waves,04 Shortest Bridges,60,133,3260,Retreat,3600,4510,6520,19750,3260
1700,true,true,Waves,04 Shortest Bridges,60,133,3380,Retreat,2200,4530,6640,20440,3380
1699,true,true,Waves,04 Shortest Bridges,60,133,3480,Retreat,600,4510,6430,21000,3480
1702,true,true,Waves,04 Shortest Bridges,60,166,2860,Retreat,0,4530,6570,18640,2860
1701,true,true,Waves,04 Shortest Bridges,60,166,3260,Retreat,0,4510,6330,20930,3260
1703,true,true,Waves,04 Shortest Bridges,60,166,3080,Retreat,1200,4530,6530,20040,3080
1705,true,true,Waves,04 Shortest Bridges,60,166,3060,Retreat,0,4540,6580,19780,3060
1704,true,true,Waves,04 Shortest Bridges,60,166,3080,Retreat,1500,4540,6640,19930,3080
1706,true,true,Waves,04 Shortest Bridges,60,166,2880,Retreat,0,4530,6590,18710,2880
1711,true,true,Waves,04 Shortest Bridges,60,200,1512,Victory,4600,2220,4750,10360,1512
1708,true,true,Waves,04 Shortest Bridges,60,166,3100,Retreat,600,4560,6400,20090,3100
1710,true,true,Waves,04 Shortest Bridges,60,166,2647,Victory,4500,3830,6190,17270,2647
1709,true,true,Waves,04 Shortest Bridges,60,166,3040,Retreat,300,4550,6570,19650,3040
1712,true,true,Waves,04 Shortest Bridges,60,200,2560,Retreat,200,4520,6390,17350,2560
1716,true,true,Waves,04 Shortest Bridges,60,200,3000,Retreat,1600,4530,6570,20330,3000
1713,true,true,Waves,04 Shortest Bridges,60,200,2840,Retreat,500,4550,6480,19050,2840
1714,true,true,Waves,04 Shortest Bridges,60,200,2960,Retreat,1200,4510,6620,19900,2960
1715,true,true,Waves,04 Shortest Bridges,60,200,3000,Retreat,3300,4530,6540,20280,3000
1717,true,true,Waves,04 Shortest Bridges,60,200,2760,Retreat,900,4520,6270,18720,2760
1721,true,true,Waves,04 Shortest Bridges,60,233,2580,Retreat,0,4550,6360,18160,2580
1719,true,true,Waves,04 Shortest Bridges,60,200,2560,Retreat,200,4530,6390,17290,2560
1718,true,true,Waves,04 Shortest Bridges,60,200,2760,Retreat,0,4520,6340,18810,2760
1723,true,true,Waves,04 Shortest Bridges,60,233,1917,Victory,4500,2740,5300,13530,1917
1720,true,true,Waves,04 Shortest Bridges,60,200,2740,Retreat,2200,4520,6380,18480,2740
1722,true,true,Waves,04 Shortest Bridges,60,233,2740,Retreat,1800,4540,6490,19080,2740
1724,true,true,Waves,04 Shortest Bridges,60,233,2820,Retreat,1200,4520,6660,19680,2820
1725,true,true,Waves,04 Shortest Bridges,60,233,2880,Retreat,0,4540,6410,20330,2880
1730,true,true,Waves,04 Shortest Bridges,60,233,2800,Retreat,1400,4550,6470,19490,2800
1726,true,true,Waves,04 Shortest Bridges,60,233,2840,Retreat,100,4510,6190,19980,2840
1728,true,true,Waves,04 Shortest Bridges,60,233,2785,Victory,4700,4310,6380,19540,2785
1727,true,true,Waves,04 Shortest Bridges,60,233,2820,Retreat,1800,4520,6440,19720,2820
1731,true,true,Waves,04 Shortest Bridges,60,266,2540,Retreat,100,4510,6300,18230,2540
1729,true,true,Waves,04 Shortest Bridges,60,233,2880,Retreat,1100,4520,6350,20270,2880
1732,true,true,Waves,04 Shortest Bridges,60,266,2720,Retreat,3700,4540,6460,19320,2720
1733,true,true,Waves,04 Shortest Bridges,60,266,2580,Retreat,200,4520,6220,18420,2580
1735,true,true,Waves,04 Shortest Bridges,60,266,2420,Retreat,500,4510,6310,17320,2420
1734,true,true,Waves,04 Shortest Bridges,60,266,2780,Retreat,0,4530,6450,19900,2780
1738,true,true,Waves,04 Shortest Bridges,60,266,2580,Retreat,1900,4550,6320,18450,2580
1737,true,true,Waves,04 Shortest Bridges,60,266,2740,Retreat,0,4550,6410,19590,2740
1742,true,true,Waves,04 Shortest Bridges,60,300,1957,Victory,4700,3380,5870,14340,1957
1736,true,true,Waves,04 Shortest Bridges,60,266,2560,Retreat,0,4540,6390,18450,2560
1741,true,true,Waves,04 Shortest Bridges,60,300,2340,Retreat,3800,4540,6260,17170,2340
1745,true,true,Waves,04 Shortest Bridges,60,300,1579,Victory,4500,2610,5220,11560,1579
1739,true,true,Waves,04 Shortest Bridges,60,266,2560,Retreat,100,4520,6240,18370,2560
1740,true,true,Waves,04 Shortest Bridges,60,266,2740,Retreat,100,4520,6250,19540,2740
1743,true,true,Waves,04 Shortest Bridges,60,300,2500,Retreat,4300,4530,6290,18120,2500
1744,true,true,Waves,04 Shortest Bridges,60,300,2520,Retreat,1200,4550,6250,18150,2520
1755,true,true,Waves,04 Shortest Bridges,70,100,1175,Victory,4500,1390,4360,6170,1175
1746,true,true,Waves,04 Shortest Bridges,60,300,2660,Retreat,4200,4520,6650,19400,2660
1747,true,true,Waves,04 Shortest Bridges,60,300,2460,Retreat,3900,4540,6510,18130,2460
1748,true,true,Waves,04 Shortest Bridges,60,300,2420,Retreat,1500,4540,6300,17860,2420
1751,true,true,Waves,04 Shortest Bridges,70,100,2010,Victory,4700,2290,5090,10580,2010
1754,true,true,Waves,04 Shortest Bridges,70,100,1680,Victory,4500,2110,4950,8700,1680
1749,true,true,Waves,04 Shortest Bridges,60,300,2360,Retreat,0,4530,6620,17260,2360
1764,true,true,Waves,04 Shortest Bridges,70,133,169,Victory,4500,110,1410,1150,169
1757,true,true,Waves,04 Shortest Bridges,70,100,1332,Victory,4500,1390,4700,7060,1332
1750,true,true,Waves,04 Shortest Bridges,60,300,2380,Retreat,1300,4560,6190,17440,2380
1766,true,true,Waves,04 Shortest Bridges,70,133,748,Victory,4500,870,4300,4650,748
1752,true,true,Waves,04 Shortest Bridges,70,100,3660,Retreat,2400,4510,6250,19230,3660
1767,true,true,Waves,04 Shortest Bridges,70,133,1149,Victory,4700,1450,4530,6930,1149
1753,true,true,Waves,04 Shortest Bridges,70,100,4320,Retreat,300,4510,6490,22520,4320
1762,true,true,Waves,04 Shortest Bridges,70,133,2795,Victory,4700,3570,5950,16160,2795
1756,true,true,Waves,04 Shortest Bridges,70,100,4100,Retreat,400,4530,6460,21290,4100
1761,true,true,Waves,04 Shortest Bridges,70,133,3780,Retreat,200,4530,6660,22010,3780
1758,true,true,Waves,04 Shortest Bridges,70,100,4120,Retreat,200,4520,6490,21420,4120
1763,true,true,Waves,04 Shortest Bridges,70,133,3600,Retreat,2300,4520,6450,20880,3600
1759,true,true,Waves,04 Shortest Bridges,70,100,4140,Retreat,300,4510,6590,21580,4140
1765,true,true,Waves,04 Shortest Bridges,70,133,3560,Retreat,1500,4510,6560,20730,3560
1760,true,true,Waves,04 Shortest Bridges,70,100,3880,Retreat,1500,4560,6210,20290,3880
1775,true,true,Waves,04 Shortest Bridges,70,166,875,Victory,4500,1260,4360,5780,875
1769,true,true,Waves,04 Shortest Bridges,70,133,3384,Victory,4700,4150,6260,19730,3384
1768,true,true,Waves,04 Shortest Bridges,70,133,3620,Retreat,2700,4520,6460,20860,3620
1770,true,true,Waves,04 Shortest Bridges,70,133,3640,Retreat,900,4520,6420,20870,3640
1771,true,true,Waves,04 Shortest Bridges,70,166,3200,Retreat,2400,4510,6600,19960,3200
1774,true,true,Waves,04 Shortest Bridges,70,166,3400,Retreat,0,4520,6640,21200,3400
1773,true,true,Waves,04 Shortest Bridges,70,166,3280,Retreat,100,4530,6110,20220,3280
1772,true,true,Waves,04 Shortest Bridges,70,166,3380,Retreat,0,4510,6480,20830,3380
1778,true,true,Waves,04 Shortest Bridges,70,166,3280,Retreat,1200,4520,6480,20220,3280
1776,true,true,Waves,04 Shortest Bridges,70,166,3400,Retreat,2700,4560,6430,21000,3400
1777,true,true,Waves,04 Shortest Bridges,70,166,3460,Retreat,1700,4530,6630,21510,3460
1779,true,true,Waves,04 Shortest Bridges,70,166,3160,Retreat,1800,4540,6420,19560,3160
1780,true,true,Waves,04 Shortest Bridges,70,166,3000,Retreat,1100,4520,6370,18750,3000
1781,true,true,Waves,04 Shortest Bridges,70,200,3060,Retreat,300,4510,6610,19880,3060
1782,true,true,Waves,04 Shortest Bridges,70,200,2820,Retreat,1400,4520,6390,18320,2820
1785,true,true,Waves,04 Shortest Bridges,70,200,2846,Victory,4500,4160,6480,18660,2846
1783,true,true,Waves,04 Shortest Bridges,70,200,3100,Retreat,2600,4520,6540,20190,3100
1784,true,true,Waves,04 Shortest Bridges,70,200,3060,Retreat,1500,4510,6810,19870,3060
1786,true,true,Waves,04 Shortest Bridges,70,200,2852,Victory,4500,4230,6150,18640,2852
1788,true,true,Waves,04 Shortest Bridges,70,200,2851,Victory,4500,4190,6360,18750,2851
1787,true,true,Waves,04 Shortest Bridges,70,200,3100,Retreat,3700,4580,6680,20160,3100
1789,true,true,Waves,04 Shortest Bridges,70,200,2940,Retreat,0,4550,6410,19090,2940
1790,true,true,Waves,04 Shortest Bridges,70,200,3020,Retreat,0,4520,6530,19610,3020
1792,true,true,Waves,04 Shortest Bridges,70,233,2920,Retreat,100,4530,6430,19900,2920
1791,true,true,Waves,04 Shortest Bridges,70,233,2920,Retreat,2400,4530,6620,19800,2920
1795,true,true,Waves,04 Shortest Bridges,70,233,2860,Retreat,900,4540,6690,19330,2860
1793,true,true,Waves,04 Shortest Bridges,70,233,2880,Retreat,2000,4550,6470,19550,2880
1794,true,true,Waves,04 Shortest Bridges,70,233,3120,Retreat,0,4510,6360,20800,3120
1796,true,true,Waves,04 Shortest Bridges,70,233,2860,Retreat,300,4520,6550,19340,2860
1799,true,true,Waves,04 Shortest Bridges,70,233,2860,Retreat,300,4540,6510,19380,2860
1797,true,true,Waves,04 Shortest Bridges,70,233,2880,Retreat,1500,4510,6420,19410,2880
1798,true,true,Waves,04 Shortest Bridges,70,233,2880,Retreat,1800,4510,6450,19430,2880
1800,true,true,Waves,04 Shortest Bridges,70,233,2940,Retreat,100,4510,6630,19940,2940
1802,true,true,Waves,04 Shortest Bridges,70,266,2500,Retreat,400,4580,6290,17390,2500
1805,true,true,Waves,04 Shortest Bridges,70,266,2660,Retreat,1200,4540,6450,18410,2660
1803,true,true,Waves,04 Shortest Bridges,70,266,2760,Retreat,0,4530,6390,19100,2760
1804,true,true,Waves,04 Shortest Bridges,70,266,2660,Retreat,1100,4540,6360,18440,2660
1801,true,true,Waves,04 Shortest Bridges,70,266,2920,Retreat,0,4530,6320,20390,2920
1806,true,true,Waves,04 Shortest Bridges,70,266,2760,Retreat,0,4510,6490,19060,2760
1807,true,true,Waves,04 Shortest Bridges,70,266,2800,Retreat,3300,4510,6550,19430,2800
1809,true,true,Waves,04 Shortest Bridges,70,266,2840,Retreat,400,4560,6300,19710,2840
1808,true,true,Waves,04 Shortest Bridges,70,266,2860,Retreat,2700,4520,6460,19950,2860
1811,true,true,Waves,04 Shortest Bridges,70,300,2820,Retreat,2900,4540,6370,20140,2820
1810,true,true,Waves,04 Shortest Bridges,70,266,2960,Retreat,100,4550,6150,20720,2960
1812,true,true,Waves,04 Shortest Bridges,70,300,2520,Retreat,1500,4550,6370,18170,2520
1814,true,true,Waves,04 Shortest Bridges,70,300,2680,Retreat,300,4550,6430,18930,2680
1813,true,true,Waves,04 Shortest Bridges,70,300,2720,Retreat,300,4510,6510,19250,2720
1815,true,true,Waves,04 Shortest Bridges,70,300,2820,Retreat,400,4540,6290,20050,2820
1817,true,true,Waves,04 Shortest Bridges,70,300,2680,Retreat,500,4530,6550,18820,2680
1816,true,true,Waves,04 Shortest Bridges,70,300,2680,Retreat,1900,4510,6790,18970,2680
1818,true,true,Waves,04 Shortest Bridges,70,300,2700,Retreat,400,4540,6550,19040,2700
1827,true,true,Waves,04 Shortest Bridges,80,100,1214,Victory,4500,1260,4290,6160,1214
1820,true,true,Waves,04 Shortest Bridges,70,300,2760,Retreat,1000,4520,6410,19570,2760
1819,true,true,Waves,04 Shortest Bridges,70,300,2820,Retreat,1900,4510,6540,20140,2820
1821,true,true,Waves,04 Shortest Bridges,80,100,3758,Victory,4500,3990,6170,18510,3758
1823,true,true,Waves,04 Shortest Bridges,80,100,3736,Victory,4500,3990,6180,18520,3736
1832,true,true,Waves,04 Shortest Bridges,80,133,1870,Victory,4700,2060,4860,10460,1870
1825,true,true,Waves,04 Shortest Bridges,80,100,4120,Retreat,1600,4530,6360,20310,4120
1822,true,true,Waves,04 Shortest Bridges,80,100,4260,Retreat,2600,4560,6460,21030,4260
1824,true,true,Waves,04 Shortest Bridges,80,100,4440,Retreat,2600,4510,6700,21900,4440
1826,true,true,Waves,04 Shortest Bridges,80,100,4500,Retreat,3600,4530,6320,21870,4500
1829,true,true,Waves,04 Shortest Bridges,80,100,3920,Retreat,2700,4520,6420,19360,3920
1833,true,true,Waves,04 Shortest Bridges,80,133,2695,Victory,4500,3100,5570,15090,2695
1828,true,true,Waves,04 Shortest Bridges,80,100,4440,Retreat,1900,4540,6560,21960,4440
1831,true,true,Waves,04 Shortest Bridges,80,133,3960,Retreat,1700,4540,6510,21960,3960
1838,true,true,Waves,04 Shortest Bridges,80,133,1859,Victory,4500,2010,4800,10360,1859
1830,true,true,Waves,04 Shortest Bridges,80,100,4440,Retreat,2600,4530,6420,21860,4440
1837,true,true,Waves,04 Shortest Bridges,80,133,3940,Retreat,1900,4520,6560,21940,3940
1835,true,true,Waves,04 Shortest Bridges,80,133,3545,Victory,4500,4130,6010,19660,3545
1836,true,true,Waves,04 Shortest Bridges,80,133,4020,Retreat,1300,4540,6620,22030,4020
1834,true,true,Waves,04 Shortest Bridges,80,133,4000,Retreat,2900,4520,6590,21980,4000
1844,true,true,Waves,04 Shortest Bridges,80,166,1638,Victory,4600,2010,4870,10090,1638
1840,true,true,Waves,04 Shortest Bridges,80,133,3740,Retreat,600,4550,6410,20810,3740
1843,true,true,Waves,04 Shortest Bridges,80,166,3110,Victory,4500,3920,6120,18650,3110
1839,true,true,Waves,04 Shortest Bridges,80,133,3960,Retreat,1900,4550,6710,21810,3960
1841,true,true,Waves,04 Shortest Bridges,80,166,3420,Retreat,3900,4550,6620,20230,3420
1847,true,true,Waves,04 Shortest Bridges,80,166,2419,Victory,4500,3230,5570,14440,2419
1842,true,true,Waves,04 Shortest Bridges,80,166,3620,Retreat,4300,4540,6510,21660,3620
1845,true,true,Waves,04 Shortest Bridges,80,166,3300,Retreat,3700,4540,6590,19670,3300
1846,true,true,Waves,04 Shortest Bridges,80,166,3460,Retreat,1100,4520,6670,20300,3460
1849,true,true,Waves,04 Shortest Bridges,80,166,3580,Retreat,300,4510,6520,21390,3580
1848,true,true,Waves,04 Shortest Bridges,80,166,3320,Retreat,3600,4510,6330,19730,3320
1851,true,true,Waves,04 Shortest Bridges,80,200,3220,Retreat,900,4560,6630,20330,3220
1850,true,true,Waves,04 Shortest Bridges,80,166,3540,Retreat,1600,4510,6640,21010,3540
1861,true,true,Waves,04 Shortest Bridges,80,233,480,Victory,4500,670,3820,3450,480
1858,true,true,Waves,04 Shortest Bridges,80,200,2378,Victory,4600,3280,5720,15040,2378
1856,true,true,Waves,04 Shortest Bridges,80,200,3320,Retreat,0,4510,6270,20850,3320
1852,true,true,Waves,04 Shortest Bridges,80,200,3320,Retreat,1800,4530,6810,20820,3320
1855,true,true,Waves,04 Shortest Bridges,80,200,3040,Retreat,400,4510,6340,19090,3040
1854,true,true,Waves,04 Shortest Bridges,80,200,3200,Retreat,2500,4510,6600,20170,3200
1853,true,true,Waves,04 Shortest Bridges,80,200,3240,Retreat,3400,4520,6630,20410,3240
1857,true,true,Waves,04 Shortest Bridges,80,200,3140,Retreat,2200,4540,6370,19660,3140
1859,true,true,Waves,04 Shortest Bridges,80,200,3240,Retreat,0,4510,6230,20590,3240
1860,true,true,Waves,04 Shortest Bridges,80,200,3000,Retreat,0,4540,6300,19160,3000
1865,true,true,Waves,04 Shortest Bridges,80,233,2032,Victory,4700,2770,5700,13430,2032
1862,true,true,Waves,04 Shortest Bridges,80,233,2960,Retreat,3600,4550,6420,19300,2960
1863,true,true,Waves,04 Shortest Bridges,80,233,2980,Retreat,0,4510,6470,19520,2980
1864,true,true,Waves,04 Shortest Bridges,80,233,3080,Retreat,1200,4550,6340,20170,3080
1866,true,true,Waves,04 Shortest Bridges,80,233,3000,Retreat,2700,4540,6590,19720,3000
1878,true,true,Waves,04 Shortest Bridges,80,266,168,Victory,4500,130,1770,1470,168
1867,true,true,Waves,04 Shortest Bridges,80,233,2980,Retreat,0,4510,6470,19550,2980
1868,true,true,Waves,04 Shortest Bridges,80,233,2980,Retreat,2100,4510,6650,19570,2980
1869,true,true,Waves,04 Shortest Bridges,80,233,3080,Retreat,3100,4540,6670,20130,3080
1870,true,true,Waves,04 Shortest Bridges,80,233,3040,Retreat,2400,4510,6590,20080,3040
1871,true,true,Waves,04 Shortest Bridges,80,266,2880,Retreat,3700,4510,6780,19350,2880
1873,true,true,Waves,04 Shortest Bridges,80,266,2960,Retreat,0,4510,6420,20100,2960
1872,true,true,Waves,04 Shortest Bridges,80,266,2860,Retreat,0,4530,6570,19160,2860
1880,true,true,Waves,04 Shortest Bridges,80,266,1539,Victory,4700,2210,4950,10550,1539
1874,true,true,Waves,04 Shortest Bridges,80,266,2590,Victory,4500,3790,6220,17600,2590
1875,true,true,Waves,04 Shortest Bridges,80,266,2720,Retreat,600,4530,6210,18350,2720
1879,true,true,Waves,04 Shortest Bridges,80,266,2920,Retreat,1000,4510,6610,19800,2920
1889,true,true,Waves,04 Shortest Bridges,80,300,539,Victory,4700,670,4180,3980,539
1876,true,true,Waves,04 Shortest Bridges,80,266,2900,Retreat,0,4520,6390,19590,2900
1877,true,true,Waves,04 Shortest Bridges,80,266,2920,Retreat,1500,4510,6620,19760,2920
1887,true,true,Waves,04 Shortest Bridges,80,300,1656,Victory,4600,2510,5400,11540,1656
1890,true,true,Waves,04 Shortest Bridges,80,300,1310,Victory,4700,2200,4800,9320,1310
1882,true,true,Waves,04 Shortest Bridges,80,300,2560,Retreat,0,4540,6410,17890,2560
1881,true,true,Waves,04 Shortest Bridges,80,300,2720,Retreat,2200,4510,6500,18830,2720
1883,true,true,Waves,04 Shortest Bridges,80,300,2800,Retreat,1800,4550,6850,19340,2800
1885,true,true,Waves,04 Shortest Bridges,80,300,2840,Retreat,200,4540,6520,19670,2840
1884,true,true,Waves,04 Shortest Bridges,80,300,2780,Retreat,900,4520,6410,19250,2780
1886,true,true,Waves,04 Shortest Bridges,80,300,2760,Retreat,0,4530,6450,18980,2760
1888,true,true,Waves,04 Shortest Bridges,80,300,2435,Victory,4500,3890,6100,16910,2435
1900,true,true,Waves,04 Shortest Bridges,90,100,358,Victory,4500,300,2090,1750,358
1897,true,true,Waves,04 Shortest Bridges,90,100,2255,Victory,4600,2170,4790,10540,2255
1892,true,true,Waves,04 Shortest Bridges,90,100,3755,Victory,4500,3720,5950,17620,3755
1902,true,true,Waves,04 Shortest Bridges,90,133,2365,Victory,4700,2550,5360,12760,2365
1894,true,true,Waves,04 Shortest Bridges,90,100,3756,Victory,4500,3720,6110,17540,3756
1891,true,true,Waves,04 Shortest Bridges,90,100,4680,Retreat,3000,4540,6500,21960,4680
1893,true,true,Waves,04 Shortest Bridges,90,100,4680,Retreat,3800,4510,6480,21860,4680
1895,true,true,Waves,04 Shortest Bridges,90,100,4880,Retreat,1000,4560,6320,22810,4880
1896,true,true,Waves,04 Shortest Bridges,90,100,4335,Victory,4600,3990,6310,20110,4335
1899,true,true,Waves,04 Shortest Bridges,90,100,4900,Retreat,2100,4540,6600,22740,4900
1901,true,true,Waves,04 Shortest Bridges,90,133,3940,Retreat,4300,4510,6610,20770,3940
1898,true,true,Waves,04 Shortest Bridges,90,100,4760,Retreat,2500,4530,6440,22030,4760
1903,true,true,Waves,04 Shortest Bridges,90,133,4140,Retreat,2500,4510,6640,21970,4140
