"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"IrpinModel.nlogo"
"Vary Site-Selection Artillery Active Waves"
"04/13/2025 01:33:44:038 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","459","0","624"
"[run number]","turn-on-artillery?","turn-on-stop-conditions?","spacing-mode","site-selection-mode","wave-pause","wave-duration","[step]","battle-outcome","total-infantry-crossed","total-infantry-casualties / 10","total-infantry-used","total-pontoons-used","ticks"
"759","true","true","Waves","02 Shortest Bridges","60","266","7540","Retreat","0","4510","6910","35460","7540"
"761","true","true","Waves","02 Shortest Bridges","60","300","6820","Retreat","0","4520","6790","32880","6820"
"762","true","true","Waves","02 Shortest Bridges","60","300","6820","Retreat","800","4510","6930","32730","6820"
"763","true","true","Waves","02 Shortest Bridges","60","300","6720","Retreat","0","4510","6840","32520","6720"
"764","true","true","Waves","02 Shortest Bridges","60","300","7040","Retreat","0","4520","6930","33990","7040"
"766","true","true","Waves","02 Shortest Bridges","60","300","6580","Retreat","400","4520","6850","31720","6580"
"765","true","true","Waves","02 Shortest Bridges","60","300","6800","Retreat","0","4510","6930","32770","6800"
"767","true","true","Waves","02 Shortest Bridges","60","300","6520","Retreat","0","4510","6740","31420","6520"
"768","true","true","Waves","02 Shortest Bridges","60","300","6820","Retreat","1600","4520","7060","32890","6820"
"769","true","true","Waves","02 Shortest Bridges","60","300","6560","Retreat","0","4510","6760","31510","6560"
"770","true","true","Waves","02 Shortest Bridges","60","300","6740","Retreat","0","4510","6880","32560","6740"
"776","true","true","Waves","02 Shortest Bridges","70","100","12320","Retreat","1300","4510","6950","42610","12320"
"775","true","true","Waves","02 Shortest Bridges","70","100","12220","Retreat","2000","4520","7030","42090","12220"
"771","true","true","Waves","02 Shortest Bridges","70","100","12400","Retreat","0","4510","6890","42530","12400"
"772","true","true","Waves","02 Shortest Bridges","70","100","12120","Retreat","1800","4510","6960","41830","12120"
"773","true","true","Waves","02 Shortest Bridges","70","100","12660","Retreat","100","4510","6960","43730","12660"
"774","true","true","Waves","02 Shortest Bridges","70","100","12340","Retreat","2500","4510","7350","42610","12340"
"777","true","true","Waves","02 Shortest Bridges","70","100","12200","Retreat","900","4520","7010","42250","12200"
"779","true","true","Waves","02 Shortest Bridges","70","100","11840","Retreat","1500","4520","7100","40820","11840"
"780","true","true","Waves","02 Shortest Bridges","70","100","12160","Retreat","1700","4510","7150","42150","12160"
"782","true","true","Waves","02 Shortest Bridges","70","133","10520","Retreat","200","4520","6940","40250","10520"
"778","true","true","Waves","02 Shortest Bridges","70","100","11680","Retreat","700","4510","7040","40490","11680"
"781","true","true","Waves","02 Shortest Bridges","70","133","10720","Retreat","400","4510","6850","40850","10720"
"783","true","true","Waves","02 Shortest Bridges","70","133","10320","Retreat","1700","4520","7030","39530","10320"
"784","true","true","Waves","02 Shortest Bridges","70","133","10060","Retreat","1300","4510","7030","38550","10060"
"785","true","true","Waves","02 Shortest Bridges","70","133","10700","Retreat","1300","4510","7100","41160","10700"
"786","true","true","Waves","02 Shortest Bridges","70","133","10680","Retreat","0","4510","6990","41010","10680"
"787","true","true","Waves","02 Shortest Bridges","70","133","10440","Retreat","900","4510","7010","39900","10440"
"791","true","true","Waves","02 Shortest Bridges","70","166","9180","Retreat","1300","4520","7070","37620","9180"
"795","true","true","Waves","02 Shortest Bridges","70","166","9160","Retreat","100","4520","6850","37370","9160"
"788","true","true","Waves","02 Shortest Bridges","70","133","10700","Retreat","700","4510","6840","41050","10700"
"789","true","true","Waves","02 Shortest Bridges","70","133","10320","Retreat","2500","4520","7170","39390","10320"
"792","true","true","Waves","02 Shortest Bridges","70","166","9280","Retreat","2000","4510","7180","38010","9280"
"790","true","true","Waves","02 Shortest Bridges","70","133","10840","Retreat","0","4510","7000","41430","10840"
"794","true","true","Waves","02 Shortest Bridges","70","166","9080","Retreat","1600","4520","7050","37030","9080"
"796","true","true","Waves","02 Shortest Bridges","70","166","9560","Retreat","600","4520","6960","39320","9560"
"793","true","true","Waves","02 Shortest Bridges","70","166","9380","Retreat","600","4520","6830","38500","9380"
"801","true","true","Waves","02 Shortest Bridges","70","200","8240","Retreat","400","4510","6840","35570","8240"
"797","true","true","Waves","02 Shortest Bridges","70","166","9160","Retreat","2800","4520","7050","37530","9160"
"798","true","true","Waves","02 Shortest Bridges","70","166","9780","Retreat","800","4510","7030","40080","9780"
"800","true","true","Waves","02 Shortest Bridges","70","166","8920","Retreat","1200","4520","7020","36460","8920"
"799","true","true","Waves","02 Shortest Bridges","70","166","9340","Retreat","300","4510","7060","38240","9340"
"803","true","true","Waves","02 Shortest Bridges","70","200","8240","Retreat","0","4510","6810","35560","8240"
"807","true","true","Waves","02 Shortest Bridges","70","200","8320","Retreat","400","4510","6840","35720","8320"
"802","true","true","Waves","02 Shortest Bridges","70","200","8320","Retreat","1100","4510","6960","35840","8320"
"804","true","true","Waves","02 Shortest Bridges","70","200","8480","Retreat","0","4510","6850","36480","8480"
"806","true","true","Waves","02 Shortest Bridges","70","200","8180","Retreat","800","4510","6850","35120","8180"
"805","true","true","Waves","02 Shortest Bridges","70","200","8560","Retreat","0","4510","6890","36810","8560"
"808","true","true","Waves","02 Shortest Bridges","70","200","8200","Retreat","0","4510","6790","35220","8200"
"809","true","true","Waves","02 Shortest Bridges","70","200","8240","Retreat","0","4520","6920","35340","8240"
"810","true","true","Waves","02 Shortest Bridges","70","200","8300","Retreat","0","4510","6940","35700","8300"
"812","true","true","Waves","02 Shortest Bridges","70","233","8060","Retreat","300","4510","6930","36070","8060"
"815","true","true","Waves","02 Shortest Bridges","70","233","7840","Retreat","1100","4510","6930","34850","7840"
"811","true","true","Waves","02 Shortest Bridges","70","233","8140","Retreat","700","4520","7000","36260","8140"
"813","true","true","Waves","02 Shortest Bridges","70","233","8020","Retreat","800","4520","6930","35730","8020"
"814","true","true","Waves","02 Shortest Bridges","70","233","7960","Retreat","800","4510","6970","35460","7960"
"817","true","true","Waves","02 Shortest Bridges","70","233","8020","Retreat","1200","4510","7060","35660","8020"
"819","true","true","Waves","02 Shortest Bridges","70","233","8040","Retreat","0","4510","6950","35760","8040"
"816","true","true","Waves","02 Shortest Bridges","70","233","8020","Retreat","0","4510","6910","35750","8020"
"821","true","true","Waves","02 Shortest Bridges","70","266","7600","Retreat","500","4520","6980","34930","7600"
"818","true","true","Waves","02 Shortest Bridges","70","233","8000","Retreat","0","4510","6800","35620","8000"
"820","true","true","Waves","02 Shortest Bridges","70","233","8040","Retreat","0","4520","6780","35850","8040"
"824","true","true","Waves","02 Shortest Bridges","70","266","7700","Retreat","0","4520","6820","35230","7700"
"823","true","true","Waves","02 Shortest Bridges","70","266","7620","Retreat","0","4510","6830","35140","7620"
"822","true","true","Waves","02 Shortest Bridges","70","266","7580","Retreat","0","4510","6930","34770","7580"
"831","true","true","Waves","02 Shortest Bridges","70","300","7240","Retreat","100","4510","6760","34020","7240"
"825","true","true","Waves","02 Shortest Bridges","70","266","7900","Retreat","0","4510","6920","36280","7900"
"827","true","true","Waves","02 Shortest Bridges","70","266","7360","Retreat","300","4520","6850","33690","7360"
"826","true","true","Waves","02 Shortest Bridges","70","266","7480","Retreat","0","4510","6840","34270","7480"
"829","true","true","Waves","02 Shortest Bridges","70","266","7280","Retreat","0","4510","6870","33660","7280"
"828","true","true","Waves","02 Shortest Bridges","70","266","7480","Retreat","0","4510","6850","34230","7480"
"832","true","true","Waves","02 Shortest Bridges","70","300","7280","Retreat","0","4510","6810","34220","7280"
"830","true","true","Waves","02 Shortest Bridges","70","266","7800","Retreat","0","4520","6960","35670","7800"
"833","true","true","Waves","02 Shortest Bridges","70","300","7000","Retreat","0","4510","6730","32870","7000"
"834","true","true","Waves","02 Shortest Bridges","70","300","7200","Retreat","100","4520","7000","33800","7200"
"835","true","true","Waves","02 Shortest Bridges","70","300","7320","Retreat","0","4520","6940","34450","7320"
"837","true","true","Waves","02 Shortest Bridges","70","300","7200","Retreat","400","4520","6840","33820","7200"
"836","true","true","Waves","02 Shortest Bridges","70","300","7180","Retreat","0","4510","6780","33830","7180"
"838","true","true","Waves","02 Shortest Bridges","70","300","7120","Retreat","400","4520","6820","33360","7120"
"839","true","true","Waves","02 Shortest Bridges","70","300","7360","Retreat","0","4510","6820","34490","7360"
"840","true","true","Waves","02 Shortest Bridges","70","300","7340","Retreat","400","4510","6950","34490","7340"
"841","true","true","Waves","02 Shortest Bridges","80","100","12400","Retreat","1100","4510","7000","40310","12400"
"842","true","true","Waves","02 Shortest Bridges","80","100","12540","Retreat","1100","4510","6900","40920","12540"
"846","true","true","Waves","02 Shortest Bridges","80","100","13100","Retreat","0","4510","7000","42670","13100"
"848","true","true","Waves","02 Shortest Bridges","80","100","12700","Retreat","800","4510","6860","41530","12700"
"843","true","true","Waves","02 Shortest Bridges","80","100","12920","Retreat","1500","4520","7030","42050","12920"
"844","true","true","Waves","02 Shortest Bridges","80","100","12700","Retreat","800","4510","6940","41370","12700"
"847","true","true","Waves","02 Shortest Bridges","80","100","12700","Retreat","2700","4510","7230","41460","12700"
"845","true","true","Waves","02 Shortest Bridges","80","100","12740","Retreat","800","4510","7000","41550","12740"
"849","true","true","Waves","02 Shortest Bridges","80","100","12400","Retreat","400","4520","6900","40340","12400"
"851","true","true","Waves","02 Shortest Bridges","80","133","11200","Retreat","100","4510","7000","40950","11200"
"850","true","true","Waves","02 Shortest Bridges","80","100","12380","Retreat","0","4510","7060","40420","12380"
"852","true","true","Waves","02 Shortest Bridges","80","133","11220","Retreat","300","4510","7040","40810","11220"
"856","true","true","Waves","02 Shortest Bridges","80","133","11040","Retreat","300","4520","6840","40090","11040"
"855","true","true","Waves","02 Shortest Bridges","80","133","11020","Retreat","100","4510","6790","40010","11020"
"853","true","true","Waves","02 Shortest Bridges","80","133","11400","Retreat","700","4520","7000","41570","11400"
"854","true","true","Waves","02 Shortest Bridges","80","133","11220","Retreat","300","4520","6960","41020","11220"
"859","true","true","Waves","02 Shortest Bridges","80","133","11400","Retreat","1700","4510","7170","41470","11400"
"857","true","true","Waves","02 Shortest Bridges","80","133","11840","Retreat","2200","4520","7190","43330","11840"
"858","true","true","Waves","02 Shortest Bridges","80","133","11180","Retreat","1000","4510","7080","40850","11180"
"861","true","true","Waves","02 Shortest Bridges","80","166","9980","Retreat","500","4520","6880","39310","9980"
"862","true","true","Waves","02 Shortest Bridges","80","166","9540","Retreat","700","4510","7000","37380","9540"
"860","true","true","Waves","02 Shortest Bridges","80","133","10940","Retreat","1500","4510","7080","39720","10940"
"865","true","true","Waves","02 Shortest Bridges","80","166","9560","Retreat","100","4510","6870","37640","9560"
"864","true","true","Waves","02 Shortest Bridges","80","166","9260","Retreat","200","4510","6950","36590","9260"
"863","true","true","Waves","02 Shortest Bridges","80","166","9540","Retreat","300","4520","6920","37650","9540"
"866","true","true","Waves","02 Shortest Bridges","80","166","9740","Retreat","100","4510","6730","38370","9740"
"867","true","true","Waves","02 Shortest Bridges","80","166","10000","Retreat","0","4520","6890","39530","10000"
"868","true","true","Waves","02 Shortest Bridges","80","166","9760","Retreat","1000","4520","7050","38510","9760"
"869","true","true","Waves","02 Shortest Bridges","80","166","9980","Retreat","0","4510","6920","39220","9980"
"870","true","true","Waves","02 Shortest Bridges","80","166","9740","Retreat","100","4520","6800","38300","9740"
"875","true","true","Waves","02 Shortest Bridges","80","200","8820","Retreat","400","4520","6860","36600","8820"
"871","true","true","Waves","02 Shortest Bridges","80","200","8800","Retreat","1300","4520","7010","36560","8800"
"872","true","true","Waves","02 Shortest Bridges","80","200","8640","Retreat","1500","4510","7070","35720","8640"
"873","true","true","Waves","02 Shortest Bridges","80","200","8500","Retreat","400","4510","7090","35360","8500"
"874","true","true","Waves","02 Shortest Bridges","80","200","8540","Retreat","800","4520","6930","35570","8540"
"878","true","true","Waves","02 Shortest Bridges","80","200","8620","Retreat","0","4520","6980","35720","8620"
"877","true","true","Waves","02 Shortest Bridges","80","200","8500","Retreat","300","4510","6760","35200","8500"
"876","true","true","Waves","02 Shortest Bridges","80","200","8800","Retreat","0","4520","6990","36710","8800"
"879","true","true","Waves","02 Shortest Bridges","80","200","8860","Retreat","0","4520","6920","36850","8860"
"881","true","true","Waves","02 Shortest Bridges","80","233","8380","Retreat","500","4510","6810","36320","8380"
"880","true","true","Waves","02 Shortest Bridges","80","200","8540","Retreat","0","4510","6760","35550","8540"
"883","true","true","Waves","02 Shortest Bridges","80","233","8220","Retreat","0","4510","6950","35380","8220"
"882","true","true","Waves","02 Shortest Bridges","80","233","8240","Retreat","100","4520","6970","35510","8240"
"888","true","true","Waves","02 Shortest Bridges","80","233","8260","Retreat","0","4510","6790","35690","8260"
"885","true","true","Waves","02 Shortest Bridges","80","233","8280","Retreat","0","4520","6950","35610","8280"
"884","true","true","Waves","02 Shortest Bridges","80","233","8300","Retreat","0","4520","6900","35820","8300"
"886","true","true","Waves","02 Shortest Bridges","80","233","8340","Retreat","700","4520","6840","36020","8340"
"889","true","true","Waves","02 Shortest Bridges","80","233","8260","Retreat","0","4510","6830","35670","8260"
"887","true","true","Waves","02 Shortest Bridges","80","233","8320","Retreat","0","4510","6960","36010","8320"
"890","true","true","Waves","02 Shortest Bridges","80","233","8060","Retreat","200","4510","6970","34900","8060"
"894","true","true","Waves","02 Shortest Bridges","80","266","7720","Retreat","300","4510","7030","34440","7720"
"892","true","true","Waves","02 Shortest Bridges","80","266","7780","Retreat","1200","4510","6930","34710","7780"
"891","true","true","Waves","02 Shortest Bridges","80","266","7780","Retreat","300","4520","6880","34760","7780"
"893","true","true","Waves","02 Shortest Bridges","80","266","7760","Retreat","1000","4520","7070","34600","7760"
"896","true","true","Waves","02 Shortest Bridges","80","266","7860","Retreat","0","4520","6870","35260","7860"
"895","true","true","Waves","02 Shortest Bridges","80","266","7740","Retreat","200","4520","6870","34360","7740"
"897","true","true","Waves","02 Shortest Bridges","80","266","7800","Retreat","0","4510","6800","34890","7800"
"899","true","true","Waves","02 Shortest Bridges","80","266","7720","Retreat","100","4520","6940","34440","7720"
"898","true","true","Waves","02 Shortest Bridges","80","266","7840","Retreat","0","4510","6900","34960","7840"
"903","true","true","Waves","02 Shortest Bridges","80","300","7460","Retreat","400","4510","6770","34110","7460"
"901","true","true","Waves","02 Shortest Bridges","80","300","7320","Retreat","800","4510","6950","33320","7320"
"902","true","true","Waves","02 Shortest Bridges","80","300","7320","Retreat","0","4520","6700","33330","7320"
"900","true","true","Waves","02 Shortest Bridges","80","266","8100","Retreat","0","4510","6840","36060","8100"
"904","true","true","Waves","02 Shortest Bridges","80","300","7380","Retreat","0","4510","6840","33860","7380"
"905","true","true","Waves","02 Shortest Bridges","80","300","7440","Retreat","0","4520","6890","34140","7440"
"906","true","true","Waves","02 Shortest Bridges","80","300","7300","Retreat","0","4510","6880","33350","7300"
"907","true","true","Waves","02 Shortest Bridges","80","300","7140","Retreat","2600","4520","7160","32770","7140"
"908","true","true","Waves","02 Shortest Bridges","80","300","7340","Retreat","0","4510","6720","33620","7340"
"909","true","true","Waves","02 Shortest Bridges","80","300","7380","Retreat","0","4510","6900","33740","7380"
"910","true","true","Waves","02 Shortest Bridges","80","300","7420","Retreat","1400","4510","6930","33860","7420"
"912","true","true","Waves","02 Shortest Bridges","90","100","13580","Retreat","800","4510","6910","42040","13580"
"914","true","true","Waves","02 Shortest Bridges","90","100","13440","Retreat","800","4510","7020","41360","13440"
"911","true","true","Waves","02 Shortest Bridges","90","100","14000","Retreat","300","4510","7010","43130","14000"
"916","true","true","Waves","02 Shortest Bridges","90","100","14020","Retreat","1000","4520","7040","43310","14020"
"915","true","true","Waves","02 Shortest Bridges","90","100","14140","Retreat","400","4510","6930","43690","14140"
"919","true","true","Waves","02 Shortest Bridges","90","100","14180","Retreat","500","4510","6930","43690","14180"
"913","true","true","Waves","02 Shortest Bridges","90","100","14200","Retreat","1200","4520","7140","43680","14200"
"917","true","true","Waves","02 Shortest Bridges","90","100","14000","Retreat","1100","4510","7060","43260","14000"
"918","true","true","Waves","02 Shortest Bridges","90","100","13220","Retreat","2200","4510","7200","40990","13220"
"921","true","true","Waves","02 Shortest Bridges","90","133","11760","Retreat","800","4520","7100","40830","11760"
"922","true","true","Waves","02 Shortest Bridges","90","133","11920","Retreat","600","4510","6960","41530","11920"
"923","true","true","Waves","02 Shortest Bridges","90","133","12160","Retreat","200","4510","7030","42410","12160"
"920","true","true","Waves","02 Shortest Bridges","90","100","13600","Retreat","2100","4510","7200","41910","13600"
"928","true","true","Waves","02 Shortest Bridges","90","133","12180","Retreat","0","4520","7050","42440","12180"
"926","true","true","Waves","02 Shortest Bridges","90","133","11980","Retreat","400","4510","7010","41590","11980"
"927","true","true","Waves","02 Shortest Bridges","90","133","11520","Retreat","400","4510","7030","40230","11520"
"931","true","true","Waves","02 Shortest Bridges","90","166","9920","Retreat","700","4520","6960","37550","9920"
"924","true","true","Waves","02 Shortest Bridges","90","133","11920","Retreat","600","4520","6930","41510","11920"
"934","true","true","Waves","02 Shortest Bridges","90","166","10380","Retreat","100","4510","6890","39270","10380"
"925","true","true","Waves","02 Shortest Bridges","90","133","11700","Retreat","600","4510","6980","40840","11700"
"930","true","true","Waves","02 Shortest Bridges","90","133","11760","Retreat","0","4520","6800","40940","11760"
"929","true","true","Waves","02 Shortest Bridges","90","133","11940","Retreat","700","4520","7000","41680","11940"
"932","true","true","Waves","02 Shortest Bridges","90","166","10080","Retreat","1100","4510","7050","38030","10080"
"933","true","true","Waves","02 Shortest Bridges","90","166","10120","Retreat","100","4510","6990","38240","10120"
"935","true","true","Waves","02 Shortest Bridges","90","166","10400","Retreat","400","4510","6920","39430","10400"
"936","true","true","Waves","02 Shortest Bridges","90","166","10360","Retreat","1500","4510","7120","39140","10360"
"941","true","true","Waves","02 Shortest Bridges","90","200","8840","Retreat","0","4510","6890","35590","8840"
"937","true","true","Waves","02 Shortest Bridges","90","166","10160","Retreat","0","4520","6990","38530","10160"
"943","true","true","Waves","02 Shortest Bridges","90","200","9100","Retreat","1400","4510","7130","36450","9100"
"939","true","true","Waves","02 Shortest Bridges","90","166","10160","Retreat","0","4520","6850","38350","10160"
"938","true","true","Waves","02 Shortest Bridges","90","166","10060","Retreat","1600","4510","6970","37930","10060"
"942","true","true","Waves","02 Shortest Bridges","90","200","9120","Retreat","400","4520","6900","36730","9120"
"940","true","true","Waves","02 Shortest Bridges","90","166","10160","Retreat","0","4520","6880","38510","10160"
"945","true","true","Waves","02 Shortest Bridges","90","200","9160","Retreat","500","4510","6950","36840","9160"
"946","true","true","Waves","02 Shortest Bridges","90","200","8960","Retreat","400","4520","6920","35920","8960"
"944","true","true","Waves","02 Shortest Bridges","90","200","9500","Retreat","300","4510","6780","38040","9500"
"947","true","true","Waves","02 Shortest Bridges","90","200","9100","Retreat","0","4520","7000","36470","9100"
"949","true","true","Waves","02 Shortest Bridges","90","200","9060","Retreat","800","4510","6890","36300","9060"
"948","true","true","Waves","02 Shortest Bridges","90","200","9360","Retreat","100","4510","6910","37650","9360"
"950","true","true","Waves","02 Shortest Bridges","90","200","9140","Retreat","2300","4520","7130","36710","9140"
"951","true","true","Waves","02 Shortest Bridges","90","233","8500","Retreat","700","4520","6950","35600","8500"
"952","true","true","Waves","02 Shortest Bridges","90","233","8240","Retreat","0","4510","6870","34490","8240"
"953","true","true","Waves","02 Shortest Bridges","90","233","8560","Retreat","0","4510","6940","36010","8560"
"955","true","true","Waves","02 Shortest Bridges","90","233","8520","Retreat","1800","4510","7090","35790","8520"
"954","true","true","Waves","02 Shortest Bridges","90","233","8660","Retreat","0","4520","6870","36320","8660"
"956","true","true","Waves","02 Shortest Bridges","90","233","8340","Retreat","0","4520","6930","34820","8340"
"957","true","true","Waves","02 Shortest Bridges","90","233","8600","Retreat","700","4520","7020","36170","8600"
"960","true","true","Waves","02 Shortest Bridges","90","233","8500","Retreat","0","4510","6850","35530","8500"
"961","true","true","Waves","02 Shortest Bridges","90","266","7760","Retreat","0","4510","6790","33750","7760"
"958","true","true","Waves","02 Shortest Bridges","90","233","8320","Retreat","0","4520","6760","34960","8320"
"959","true","true","Waves","02 Shortest Bridges","90","233","8580","Retreat","0","4520","6910","36010","8580"
"962","true","true","Waves","02 Shortest Bridges","90","266","8040","Retreat","700","4510","6920","34930","8040"
"963","true","true","Waves","02 Shortest Bridges","90","266","7740","Retreat","100","4520","7010","33700","7740"
"964","true","true","Waves","02 Shortest Bridges","90","266","8140","Retreat","0","4520","6720","35220","8140"
"970","true","true","Waves","02 Shortest Bridges","90","266","7920","Retreat","0","4520","6800","34230","7920"
"965","true","true","Waves","02 Shortest Bridges","90","266","8020","Retreat","700","4520","7000","34600","8020"
"971","true","true","Waves","02 Shortest Bridges","90","300","7640","Retreat","0","4510","6960","34080","7640"
"966","true","true","Waves","02 Shortest Bridges","90","266","8000","Retreat","0","4510","6990","34810","8000"
"968","true","true","Waves","02 Shortest Bridges","90","266","7980","Retreat","700","4520","6850","34580","7980"
"969","true","true","Waves","02 Shortest Bridges","90","266","7980","Retreat","300","4510","6850","34560","7980"
"967","true","true","Waves","02 Shortest Bridges","90","266","7960","Retreat","100","4510","6810","34380","7960"
"981","true","true","Waves","03 Shortest Bridges","30","100","167","Victory","4500","80","1510","1240","167"
"972","true","true","Waves","02 Shortest Bridges","90","300","7620","Retreat","0","4510","6900","34140","7620"
"974","true","true","Waves","02 Shortest Bridges","90","300","7700","Retreat","1300","4520","7060","34340","7700"
"973","true","true","Waves","02 Shortest Bridges","90","300","7640","Retreat","300","4510","7050","34070","7640"
"977","true","true","Waves","02 Shortest Bridges","90","300","7720","Retreat","0","4510","6810","34540","7720"
"982","true","true","Waves","03 Shortest Bridges","30","100","2340","Retreat","0","4520","6390","15740","2340"
"983","true","true","Waves","03 Shortest Bridges","30","100","2380","Retreat","400","4530","6150","16070","2380"
"984","true","true","Waves","03 Shortest Bridges","30","100","2460","Retreat","1000","4540","6430","16730","2460"
"975","true","true","Waves","02 Shortest Bridges","90","300","7560","Retreat","100","4520","6780","33630","7560"
"979","true","true","Waves","02 Shortest Bridges","90","300","7680","Retreat","0","4510","6940","34420","7680"
"976","true","true","Waves","02 Shortest Bridges","90","300","7520","Retreat","100","4510","6830","33430","7520"
"985","true","true","Waves","03 Shortest Bridges","30","100","2440","Retreat","0","4540","6400","16700","2440"
"978","true","true","Waves","02 Shortest Bridges","90","300","7720","Retreat","0","4510","6730","34600","7720"
"986","true","true","Waves","03 Shortest Bridges","30","100","2420","Retreat","0","4520","6460","16470","2420"
"987","true","true","Waves","03 Shortest Bridges","30","100","2320","Retreat","0","4520","6370","15710","2320"
"980","true","true","Waves","02 Shortest Bridges","90","300","7640","Retreat","0","4520","6850","34160","7640"
"988","true","true","Waves","03 Shortest Bridges","30","100","2460","Retreat","0","4510","6400","16710","2460"
"989","true","true","Waves","03 Shortest Bridges","30","100","2480","Retreat","0","4520","6420","16730","2480"
"992","true","true","Waves","03 Shortest Bridges","30","133","2200","Retreat","0","4530","6470","15940","2200"
"991","true","true","Waves","03 Shortest Bridges","30","133","2380","Retreat","0","4520","6340","17070","2380"
"990","true","true","Waves","03 Shortest Bridges","30","100","2400","Retreat","0","4540","6340","16290","2400"
"993","true","true","Waves","03 Shortest Bridges","30","133","2340","Retreat","400","4520","6420","16790","2340"
"994","true","true","Waves","03 Shortest Bridges","30","133","2360","Retreat","0","4510","6370","16900","2360"
"995","true","true","Waves","03 Shortest Bridges","30","133","2420","Retreat","1200","4550","6470","17350","2420"
"996","true","true","Waves","03 Shortest Bridges","30","133","2400","Retreat","300","4520","6240","17360","2400"
"998","true","true","Waves","03 Shortest Bridges","30","133","2380","Retreat","0","4510","6210","17090","2380"
"1000","true","true","Waves","03 Shortest Bridges","30","133","2440","Retreat","300","4510","6150","17390","2440"
"997","true","true","Waves","03 Shortest Bridges","30","133","2660","Retreat","0","4510","6430","18930","2660"
"999","true","true","Waves","03 Shortest Bridges","30","133","2380","Retreat","0","4510","6520","17170","2380"
"1001","true","true","Waves","03 Shortest Bridges","30","166","2380","Retreat","100","4540","6200","17570","2380"
"1002","true","true","Waves","03 Shortest Bridges","30","166","2320","Retreat","0","4520","6230","17260","2320"
"1005","true","true","Waves","03 Shortest Bridges","30","166","2460","Retreat","0","4520","6390","18300","2460"
"1003","true","true","Waves","03 Shortest Bridges","30","166","2360","Retreat","100","4540","6280","17420","2360"
"1004","true","true","Waves","03 Shortest Bridges","30","166","2360","Retreat","100","4530","6310","17380","2360"
"1006","true","true","Waves","03 Shortest Bridges","30","166","2360","Retreat","0","4540","6380","17440","2360"
"1010","true","true","Waves","03 Shortest Bridges","30","166","2420","Retreat","0","4550","6430","17830","2420"
"1008","true","true","Waves","03 Shortest Bridges","30","166","2240","Retreat","0","4550","6230","16660","2240"
"1007","true","true","Waves","03 Shortest Bridges","30","166","2440","Retreat","0","4510","6310","18060","2440"
"1011","true","true","Waves","03 Shortest Bridges","30","200","2280","Retreat","0","4510","6210","17270","2280"
"1009","true","true","Waves","03 Shortest Bridges","30","166","2380","Retreat","0","4510","6570","17630","2380"
"1012","true","true","Waves","03 Shortest Bridges","30","200","2280","Retreat","0","4510","6410","17300","2280"
"1015","true","true","Waves","03 Shortest Bridges","30","200","2340","Retreat","0","4520","6230","17830","2340"
"1014","true","true","Waves","03 Shortest Bridges","30","200","2180","Retreat","0","4510","6490","16590","2180"
"1013","true","true","Waves","03 Shortest Bridges","30","200","2380","Retreat","0","4520","6400","17980","2380"
"1016","true","true","Waves","03 Shortest Bridges","30","200","2440","Retreat","400","4550","6400","18650","2440"
"1017","true","true","Waves","03 Shortest Bridges","30","200","2380","Retreat","0","4510","6300","18080","2380"
"1019","true","true","Waves","03 Shortest Bridges","30","200","2440","Retreat","0","4520","6470","18570","2440"
"1018","true","true","Waves","03 Shortest Bridges","30","200","2280","Retreat","0","4540","6380","17350","2280"
"1020","true","true","Waves","03 Shortest Bridges","30","200","2280","Retreat","0","4520","6120","17400","2280"
"1021","true","true","Waves","03 Shortest Bridges","30","233","2340","Retreat","0","4510","6440","18060","2340"
"1022","true","true","Waves","03 Shortest Bridges","30","233","2300","Retreat","1200","4550","6420","17780","2300"
"1023","true","true","Waves","03 Shortest Bridges","30","233","2240","Retreat","0","4510","6310","17260","2240"
"1024","true","true","Waves","03 Shortest Bridges","30","233","2340","Retreat","0","4510","6370","18350","2340"
"1025","true","true","Waves","03 Shortest Bridges","30","233","2500","Retreat","0","4540","6450","19320","2500"
"1026","true","true","Waves","03 Shortest Bridges","30","233","2340","Retreat","0","4520","6530","18160","2340"
"1030","true","true","Waves","03 Shortest Bridges","30","233","2420","Retreat","0","4520","6400","18750","2420"
"1027","true","true","Waves","03 Shortest Bridges","30","233","2560","Retreat","0","4550","6680","19880","2560"
"1028","true","true","Waves","03 Shortest Bridges","30","233","2360","Retreat","1200","4530","6300","18020","2360"
"1029","true","true","Waves","03 Shortest Bridges","30","233","2240","Retreat","0","4520","6360","17280","2240"
"1031","true","true","Waves","03 Shortest Bridges","30","266","2340","Retreat","0","4510","6190","18420","2340"
"1032","true","true","Waves","03 Shortest Bridges","30","266","2400","Retreat","100","4530","6350","18710","2400"
"1033","true","true","Waves","03 Shortest Bridges","30","266","2300","Retreat","0","4510","6320","18070","2300"
"1034","true","true","Waves","03 Shortest Bridges","30","266","2340","Retreat","300","4530","6410","18360","2340"
"1035","true","true","Waves","03 Shortest Bridges","30","266","2300","Retreat","300","4520","6350","18010","2300"
"1037","true","true","Waves","03 Shortest Bridges","30","266","2360","Retreat","0","4540","6340","18480","2360"
"1036","true","true","Waves","03 Shortest Bridges","30","266","2320","Retreat","0","4550","6480","18380","2320"
"1039","true","true","Waves","03 Shortest Bridges","30","266","2440","Retreat","0","4540","6330","19070","2440"
